ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT4_REP1	ZT4_REP2	ZT4_REP3	ZT8_REP1	ZT8_REP2	ZT8_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT16_REP1	ZT16_REP2	ZT16_REP3	ZT20_REP1	ZT20_REP2	ZT20_REP3	GroundTruth
Cblb	2.85812	2.87633	2.9271	2.89993	2.89511	2.94028	2.89618	2.89672	2.87334	2.90947	2.84546	2.8187	2.82181	2.87688	2.8166	2.88732	2.81411	2.86274	0
Mir5118	1.64053	1.65425	1.52633	1.77695	1.65341	1.45962	1.7494	1.67796	1.69147	1.55704	1.8327	1.70529	1.6149	1.68431	1.52605	1.67721	1.53151	1.64951	0
Rpl24	2.38265	2.18204	2.40652	2.47575	2.4764	2.33314	2.31638	2.42339	2.34276	2.31019	2.47111	2.41487	2.53426	2.32638	2.46036	2.41277	2.46712	2.38575	0
Zbtb11	3.0409	3.08439	3.1014	3.07885	3.02721	2.98365	3.04961	3.12053	3.04112	3.06279	3.07742	3.10976	3.01686	3.0624	3.04621	3.01917	3.04476	2.9921	0
Senp7	2.71752	2.76197	2.72709	2.68649	2.73328	2.73526	2.69936	2.69532	2.69005	2.73144	2.6869	2.70025	2.69899	2.73093	2.64697	2.71587	2.71098	2.68255	0
Impg2	2.32415	2.38049	2.41453	2.38344	2.42516	2.36998	2.29325	2.43343	2.36486	2.28478	2.43072	2.44496	2.32176	2.25011	2.36119	2.47413	2.43905	2.21851	0
Abi3bp	2.7561	2.72934	2.76629	2.61321	2.74076	2.78128	2.80508	2.69591	2.76636	2.82459	2.73679	2.72185	2.7168	2.72761	2.69995	2.62745	2.7619	2.65968	0
Tomm70a	3.24495	3.24512	3.24867	3.25168	3.24923	3.23746	3.23634	3.24819	3.19662	3.21207	3.27016	3.265	3.22424	3.22147	3.24556	3.21515	3.24919	3.24561	0
Gm16892	2.47227	2.27046	2.40021	2.41093	2.45921	2.37536	2.28339	2.47488	2.41028	2.32313	2.38858	2.26369	2.30623	2.33859	2.41434	2.47542	2.35158	2.41721	0
Gm19814	2.21846	2.24135	2.10889	2.14763	2.04961	2.11396	2.19281	2.25143	2.15082	2.26784	2.25399	2.21849	2.31628	2.08245	2.16658	2.27758	2.23787	2.29964	0
Filip1l	2.27062	2.29103	2.31664	2.40621	2.30295	2.42418	2.3553	2.3479	2.43421	2.49408	2.29965	2.27587	2.50369	2.48767	2.37874	2.38393	2.2535	2.33362	0
Dcbld2	2.47842	2.51145	2.49915	2.50483	2.53672	2.46627	2.48749	2.42066	2.52837	2.49904	2.45803	2.46231	2.49732	2.55218	2.43864	2.52562	2.52851	2.41149	0
Cpox	3.26805	3.19108	3.26418	3.17263	3.25803	3.2383	3.19521	3.1271	3.20655	3.22072	3.27784	3.27646	3.21932	3.22269	3.27357	3.18373	3.27981	3.24872	0
Cldn25	3.26403	3.29653	3.25882	3.28269	3.22848	3.25117	3.23479	3.23601	3.2411	3.27988	3.27536	3.26611	3.2863	3.29092	3.25975	3.28588	3.25886	3.25409	0
Olfr183	0.79831	1.05061	0.93692	1.07468	1.02283	1.06812	1.1253	1.39225	0.92859	1.20729	0.9246	1.10812	0.99431	0.94485	1.15259	1.10124	1.05591	0.91472	0
Olfr195	1.26629	0.95038	1.25954	1.23516	1.321	1.22159	1.04537	1.20836	1.01107	1.10006	1.23254	1.39258	1.39395	1.10623	1.30703	1.31798	1.1665	1.18864	0
Olfr203	1.79906	1.67089	1.67861	1.80873	1.5976	1.51111	1.8212	1.6885	1.49256	1.78785	1.75795	1.59973	1.50012	1.53012	1.81498	1.73698	1.5738	1.53026	0
Gabrr3	1.87466	1.51684	1.65386	1.68154	1.80881	1.83121	1.75229	1.80744	1.86578	1.75235	1.8814	1.8005	1.91069	1.71497	1.83164	1.97005	1.80035	1.89777	0
Mina	2.86275	2.90215	2.85255	2.88345	2.87216	2.90794	2.85003	2.84591	2.90328	2.88496	2.85567	2.87576	2.84364	2.89906	2.81325	2.79503	2.83289	2.81831	0
4930547E14Rik	1.49809	1.28507	1.37829	1.32436	1.55962	1.29009	1.47687	1.33943	1.35997	1.26807	1.38186	1.48504	1.24296	1.41154	1.37267	1.40895	1.24189	1.36554	0
Stx19	1.67415	1.75664	1.73309	1.5314	1.54009	1.71584	1.68167	1.75043	1.6783	1.60516	1.63749	1.79021	1.71977	1.62102	1.65927	1.68427	1.565	1.69545	0
Pros1	3.12626	3.20278	3.15636	3.22185	3.14097	3.22821	3.22423	3.22206	3.24772	3.2188	3.17787	3.12236	3.22959	3.24945	3.16612	3.21171	3.12673	3.20146	0
Cggbp1	3.12688	3.16492	3.1439	3.16066	3.11215	3.13451	3.11751	3.12359	3.12196	3.1198	3.15452	3.13718	3.13011	3.15949	3.15764	3.15419	3.14648	3.119	0
Pou1f1	1.98182	1.74466	1.86521	1.75609	1.67785	1.62223	1.74437	1.72657	1.78266	1.62678	1.76697	1.61073	1.84121	1.7167	1.69756	1.70281	1.76918	1.71838	0
Vgll3	2.30978	2.2959	2.39562	2.25467	2.40606	2.34074	2.27637	2.31633	2.41075	2.37213	2.32868	2.25043	2.37701	2.336	2.2987	2.29643	2.31247	2.31549	0
Cadm2	1.4231	1.30248	1.10513	1.30467	1.22212	1.07914	1.2127	1.16726	1.22126	0.92776	1.4401	1.29789	1.3256	1.21114	1.31314	1.33269	1.25594	1.18011	0
Gbe1	3.40382	3.35366	3.37474	3.33704	3.42053	3.36569	3.38465	3.36427	3.40948	3.37288	3.4048	3.41755	3.37704	3.38111	3.43502	3.36647	3.41884	3.38809	0
D16Ertd519e	1.67822	1.53483	1.79207	1.76041	1.7637	1.60246	1.73826	1.75874	1.5382	1.68646	1.64311	1.65869	1.62807	1.65627	1.61594	1.81255	1.68493	1.66851	0
4931420L22Rik	1.82803	1.71388	1.93056	1.86226	1.68395	1.75424	1.66933	1.76298	1.76385	1.7723	1.75872	1.85457	1.83083	1.74286	1.96854	1.8822	1.74312	1.8321	0
4930567J20Rik	1.83669	1.84021	1.88557	1.91831	1.88249	1.82509	1.79597	1.73873	1.81249	1.88729	1.9292	1.98009	1.91222	1.84165	1.76787	1.77646	1.91627	1.83338	0
Robo1	3.09437	3.06534	3.0959	3.16547	2.88384	3.16284	3.14644	3.04296	3.13114	3.15074	2.95564	3.05	3.13564	3.12085	2.92049	3.11783	2.99236	2.86565	0
Rbm11	1.92831	1.92587	1.86482	1.99609	2.0084	1.9507	1.95353	1.79022	1.80381	1.91913	1.93671	1.79234	1.90381	1.96603	1.96455	2.05946	2.04802	2.03007	0
4930578N18Rik	1.76645	1.69054	1.90356	1.76993	1.8266	1.80526	1.86996	1.74774	1.72299	1.73391	1.8021	1.7648	1.85134	1.67189	1.79011	1.6941	1.86122	1.85851	0
Usp25	3.20077	3.24099	3.2218	3.21821	3.20778	3.25655	3.23952	3.24645	3.25078	3.21741	3.23524	3.23725	3.23147	3.25328	3.20751	3.22349	3.23081	3.19294	0
2810055G20Rik	2.70062	2.53348	2.58409	2.49176	2.59283	2.62352	2.53433	2.47521	2.49584	2.54582	2.5281	2.53744	2.431	2.5087	2.51119	2.53274	2.56325	2.56442	0
Mir99a	2.59039	2.52719	2.51884	2.46124	2.49925	2.52352	2.40381	2.50955	2.40424	2.39234	2.45931	2.40133	2.42697	2.42822	2.54235	2.48928	2.40614	2.5022	0
Mirlet7c-1	2.3296	2.2766	2.2641	1.99251	2.34532	2.26472	2.13333	1.97471	2.05828	2.22365	1.96949	1.94175	1.82478	1.99321	2.03862	2.11858	1.97468	2.14517	0
Mir125b-2	1.09415	1.21232	1.06533	1.08929	1.21257	0.89619	0.86172	1.09587	1.01378	1.08609	1.19505	1.21255	1.05839	1.01328	1.19655	1.22613	1.01964	1.15311	0
Cxadr	3.21705	3.24138	3.18088	3.26018	3.19259	3.27243	3.1804	3.14179	3.23478	3.31706	3.16858	3.14364	3.31453	3.33763	3.20994	3.2584	3.22954	3.21661	0
4930478L05Rik	2.45596	2.39052	2.37814	2.37922	2.34104	2.23814	2.30011	2.3743	2.46356	2.3816	2.45753	2.41817	2.47253	2.37104	2.44168	2.40921	2.42382	2.47238	0
4930570E03Rik	1.67257	1.59106	1.68236	1.73623	1.85005	1.47951	1.6947	1.66961	1.42246	1.54492	1.61171	1.79723	1.68669	1.62686	1.70146	1.71792	1.88779	1.77947	0
Chodl	1.80278	1.82995	1.82197	1.74306	1.82754	1.64096	1.7018	1.93359	1.61097	1.67137	1.76643	1.79692	1.70755	1.58224	1.76767	1.78089	1.81862	1.80963	0
1700066C05Rik	2.61477	2.54534	2.54219	2.60665	2.59032	2.5896	2.63107	2.67587	2.64493	2.562	2.74484	2.65712	2.63523	2.54379	2.62756	2.66867	2.73295	2.66212	0
Gm16509	1.07977	1.1855	1.33056	1.44185	1.19795	1.2892	1.23279	1.29734	1.22938	1.18691	1.04033	1.31006	1.29916	1.18969	1.32121	0.91968	1.31683	1.17379	0
Ncam2	2.9876	2.96661	3.00464	2.9663	2.96868	2.79881	2.85325	2.99207	2.78084	2.78963	2.93853	2.97007	2.76635	2.76807	2.88248	2.94526	2.90714	2.85923	0
4930553E22Rik	1.33311	1.23052	1.37573	1.41868	1.57056	1.22915	1.18482	1.17892	1.24713	1.15747	1.32198	1.31292	1.22382	1.34582	1.3782	1.2465	1.2866	1.26359	0
A730009L09Rik	1.71738	1.75162	1.75019	1.95443	1.81768	1.82825	1.81567	1.7551	1.6804	1.58039	1.7551	1.78705	1.79643	1.7538	1.95481	1.78236	1.79599	1.7952	0
4930529L06Rik	1.67941	1.71976	1.70762	1.79747	1.78325	1.64001	1.68247	1.79267	1.47237	1.46528	1.572	1.72136	1.72368	1.65279	1.70949	1.78188	2.00294	1.65283	0
Mir155	2.25613	2.33855	2.26551	2.24207	2.22186	2.25366	2.35727	2.33049	2.25443	2.28816	2.21425	2.29069	2.23733	2.32506	2.27886	2.29553	2.23468	2.18492	0
Jam2	3.00169	3.06265	3.04497	3.0493	3.01251	3.14675	3.1349	3.01067	3.03947	3.12559	3.01845	3.0782	3.09001	3.16969	3.09353	2.99649	3.00402	3.06814	0
Gabpa	3.09559	3.1117	3.1361	3.10102	3.12877	3.08603	3.07504	3.1061	3.07524	3.03982	3.10481	3.12333	2.99051	3.05982	3.07798	3.0724	3.08063	3.07587	0
Gm10791	2.18817	2.11928	2.23684	2.18953	2.15647	2.20257	2.04668	2.10308	2.20519	2.13905	2.1319	2.17585	2.16389	2.07893	2.18913	2.1994	2.1524	2.03224	0
4930556C24Rik	1.5041	1.56903	1.5261	1.63127	1.4413	1.6284	1.53596	1.62202	1.64184	1.53647	1.8629	1.69834	1.66133	1.63357	1.68359	1.80056	1.64499	1.6475	0
N6amt1	2.62182	2.65184	2.70897	2.65001	2.67158	2.66241	2.66517	2.62243	2.63459	2.58925	2.63094	2.60668	2.53215	2.58627	2.56874	2.58338	2.62441	2.60357	0
Usp16	2.86297	2.91869	2.8834	2.90655	2.84614	2.89754	2.92028	2.92899	2.90841	2.89961	2.90385	2.9216	2.86951	2.91963	2.82093	2.87143	2.86861	2.81643	0
B130034C11Rik	2.4733	2.57247	2.5214	2.38996	2.5454	2.48602	2.54236	2.44848	2.53837	2.4831	2.49519	2.50997	2.47543	2.54068	2.41261	2.42406	2.49808	2.4673	0
ORF63	2.17633	2.20653	2.32539	2.17307	2.18279	2.16865	2.22313	2.15871	2.17783	2.23255	2.12897	2.2502	2.23264	2.18391	2.22649	2.20867	2.24576	2.28332	0
Bach1	3.06232	3.05132	3.10349	3.05414	3.13976	3.08239	3.13789	3.2057	3.14497	3.11001	3.13563	3.12044	3.0662	3.06339	3.07273	3.07474	3.0507	3.07777	0
4930420G21Rik	2.40125	2.38516	2.35801	2.36687	2.37618	2.35916	2.35597	2.38978	2.32478	2.33787	2.45551	2.40629	2.42165	2.32865	2.44932	2.51279	2.44664	2.45609	0
Krtap13-1	2.05227	2.04264	2.10442	2.21184	2.04896	1.97586	2.10059	2.03975	1.99798	2.08636	2.06363	2.15637	2.09524	2.17354	2.07983	2.00182	2.08144	2.15878	0
2310034C09Rik	1.44811	1.34863	1.55506	1.34574	1.37014	1.42696	1.34389	1.27339	1.59493	1.38611	1.50401	1.19232	1.37826	1.32044	1.3264	1.33361	1.25166	1.27346	0
Krtap15	2.34745	2.25453	2.24636	2.31756	2.3064	2.29065	2.23747	2.37707	2.31452	2.31963	2.3507	2.29574	2.40354	2.15536	2.33899	2.31631	2.33033	2.37177	0
Gm10229	1.46481	1.52206	1.24525	1.68649	1.40894	1.64565	1.64324	1.49828	1.26496	1.35997	1.35185	1.33901	1.45222	1.28437	1.46788	1.36801	1.34499	1.40272	0
Krtap6-1	1.43569	1.15805	1.34431	1.264	1.24143	1.17961	1.1799	1.39343	1.24997	1.10293	1.36269	1.28698	1.11883	1.1371	1.32417	1.19588	1.09276	1.27332	0
Krtap6-3	0.9047	0.70686	0.98476	1.03635	1.29806	0.99404	0.87418	0.81265	1.09383	1.1521	1.07603	0.82807	1.03635	0.75842	1.10343	0.77783	0.73115	0.9797	0
Krtap20-2	2.07755	1.91244	1.98495	1.85848	2.00913	1.80986	1.91244	1.84512	2.0045	1.96083	1.93951	2.10269	2.03193	1.92164	1.95868	1.9824	1.84795	2.02649	0
Gm10789	1.77906	1.94149	1.98691	1.95241	2.13105	1.98979	1.94438	1.95491	2.0021	1.91223	2.01713	1.97774	2.02206	1.91669	2.0775	2.00649	2.11804	2.10467	0
Sod1	3.66764	3.65967	3.65515	3.64801	3.66604	3.65854	3.654	3.65754	3.6526	3.64948	3.66385	3.66597	3.64512	3.64866	3.65581	3.64871	3.67006	3.66399	0
Hunk	2.59407	2.7488	2.62496	2.66614	2.63566	2.75434	2.68479	2.71806	2.76953	2.7196	2.60196	2.49876	2.74912	2.71672	2.72772	2.79433	2.62361	2.70032	0
Gm17518	2.28286	2.26797	2.36332	2.2158	2.36335	2.36245	2.24303	2.21372	2.25051	2.25634	2.30712	2.34398	2.2868	2.26187	2.26864	2.2694	2.29685	2.33305	0
Mrap	3.3161	3.28307	3.25509	3.29698	3.27317	3.29644	3.2511	3.17584	3.24669	3.28308	3.2515	3.23742	3.30591	3.30049	3.29196	3.2493	3.29479	3.31302	0
4931408A02Rik	2.30936	2.16176	2.29873	2.2514	2.2456	2.40912	2.55543	2.29121	2.3885	2.40506	2.25942	2.25256	2.34191	2.39298	2.31762	2.27256	2.30483	2.35855	0
4930404I05Rik	2.3189	2.3219	2.34425	2.33363	2.27707	2.25612	2.33021	2.29827	2.26999	2.28002	2.30548	2.35263	2.31321	2.28555	2.35184	2.24139	2.25694	2.35598	0
4932438H23Rik	2.2125	2.13354	2.18905	2.05048	2.2561	2.22625	2.14651	2.24939	2.21762	2.23775	2.23075	2.23388	2.20866	2.14504	2.28175	2.19617	2.17572	2.22675	0
Olig2	2.26161	2.23606	2.2727	2.17333	2.23957	2.2668	2.27785	2.24239	2.14945	2.2013	2.25751	2.27156	2.40312	2.21509	2.18582	2.30626	2.33656	2.16567	0
Olig1	2.79504	2.87271	2.75219	2.78965	2.68806	2.74933	2.84017	2.71069	2.81991	2.89911	2.73488	2.6766	2.86993	2.84671	2.69606	2.76971	2.76612	2.77484	0
Ifnar2	3.39738	3.41031	3.41927	3.39947	3.42395	3.44816	3.41356	3.40266	3.45211	3.43202	3.38046	3.37922	3.41715	3.4303	3.37733	3.39165	3.37305	3.40966	0
Il10rb	2.82614	2.94938	2.92758	2.97916	2.91549	2.97944	2.98297	2.95424	3.0361	3.05116	2.86322	2.76155	3.01648	3.02144	2.84839	2.93201	2.82113	2.8572	0
A930006K02Rik	2.12053	2.2008	2.19742	2.20761	2.16233	2.15256	2.21556	2.01523	2.13892	2.27621	2.12152	2.09483	2.22907	2.15451	2.16518	2.0503	2.09905	2.14266	0
Ifnar1	3.1692	3.17993	3.23671	3.20929	3.20268	3.22339	3.21828	3.22277	3.21363	3.20285	3.1882	3.18234	3.2062	3.21265	3.16057	3.16803	3.16587	3.16847	0
Ifngr2	3.09869	3.105	3.16726	3.15654	3.12457	3.28983	3.32375	3.18373	3.32762	3.31355	3.10497	3.13246	3.26168	3.25464	3.09126	3.14375	3.03085	3.09887	0
Gart	2.27007	2.27035	2.29791	2.301	2.28158	2.3592	2.35708	2.30502	2.28419	2.38044	2.4094	2.26313	2.45716	2.28912	2.31472	2.22866	2.26749	2.34327	0
Son	3.10621	3.14494	3.12403	3.1494	3.12544	3.12187	3.14146	3.15079	3.12309	3.14558	3.12893	3.13606	3.11947	3.13143	3.10013	3.1025	3.10585	3.12028	0
Gm10785	2.6514	2.58287	2.64462	2.64245	2.5817	2.63801	2.61598	2.52817	2.73164	2.61129	2.64058	2.62259	2.61356	2.62117	2.573	2.67439	2.70557	2.59434	0
Itsn1	2.89321	2.93839	2.91065	2.93962	2.91737	2.95457	2.88524	2.86418	2.89926	2.94327	2.85302	2.82639	2.938	2.94518	2.87683	2.90201	2.909	2.92123	0
D430001F17Rik	2.01695	2.04828	1.90143	1.77789	2.09875	1.85003	1.87173	1.87855	2.05939	1.97482	1.64017	1.82549	2.01879	1.91694	1.87789	2.16904	2.10813	1.76288	0
Mrps6	2.7392	2.82174	2.76372	2.78879	2.76425	2.79795	2.7706	2.77901	2.83742	2.8719	2.79055	2.80164	2.89575	2.87743	2.80683	2.85324	2.81624	2.76747	0
Kcne2	2.21392	2.25708	2.21726	2.20462	2.25054	2.20224	2.19567	2.26745	2.19357	2.17781	2.20826	2.26565	2.20961	2.11046	2.264	2.22418	2.16153	2.22063	0
Fam165b	2.94429	2.98609	2.97717	2.96715	2.95709	2.89251	2.91643	2.94503	2.91403	2.8856	2.92721	2.94814	2.93115	2.9466	2.97439	2.95213	2.95695	2.94812	0
1700048M11Rik	1.80298	1.96225	2.00123	1.86496	2.11821	1.96243	1.96626	1.98862	1.84918	1.85862	1.84872	2.06272	2.10138	1.85356	2.08178	1.96595	1.93873	1.90334	0
2410124H12Rik	1.93757	1.92114	1.97376	1.96106	1.97643	1.88183	1.97788	1.91217	1.93687	1.96822	1.92357	1.94754	1.98247	1.96614	2.10318	2.02202	1.99156	2.02161	0
Clic6	1.61997	1.84223	1.79957	1.83275	1.8484	1.81984	1.93434	1.93716	1.98546	1.91581	1.66682	1.81871	1.81974	1.88363	1.81505	1.72493	1.89902	1.93102	0
Mir802	1.8231	1.84212	1.71942	2.09273	1.74595	1.77629	1.92179	2.17787	1.84913	1.43048	1.94228	1.70654	1.45793	1.77409	1.42432	1.61859	1.65855	1.39934	0
Cbr1	3.00565	3.03704	3.01261	3.06083	2.99503	3.02327	2.99082	3.06015	3.04545	2.99008	3.03511	3.02277	2.99847	3.01416	3.02196	3.05467	3.0676	3.00156	0
Cbr3	2.17754	2.12208	1.93887	2.17201	2.08449	2.30604	2.32763	2.10613	2.53299	2.31129	2.20659	2.08887	2.13537	2.33946	2.12846	2.15598	2.29655	2.03063	0
Dopey2	3.1015	3.13825	3.08244	3.12118	3.07877	3.08879	3.04567	3.11811	3.05613	3.04152	3.12402	3.1129	3.06068	3.0447	3.12776	3.12141	3.07399	3.1093	0
Morc3	2.91425	2.9906	2.89993	2.96637	2.90791	3.02056	3.05278	3.06533	3.03858	3.05202	3.05467	3.02152	2.96487	3.02422	2.95968	2.94252	2.93207	2.92655	0
Chaf1b	2.66396	2.61295	2.67005	2.74015	2.65587	2.62074	2.68218	2.76677	2.80906	2.88088	2.70686	2.70832	2.63503	2.68169	2.57082	2.69398	2.62503	2.59521	0
Sim2	2.2848	2.23454	2.23571	2.31849	2.26278	2.29634	2.33331	2.1545	2.26174	2.28323	2.29929	2.32878	2.33945	2.27767	2.2334	2.24409	2.33595	2.34457	0
Ripply3	2.76583	2.80217	2.77033	2.73791	2.77364	2.83144	2.8223	2.7415	2.78291	2.77125	2.80567	2.71228	2.76819	2.82298	2.78122	2.7579	2.71263	2.78431	0
Ttc3	2.84301	2.85347	2.9315	2.88131	2.83905	2.91754	2.93728	2.87871	2.90582	2.94177	2.89997	2.85139	2.89382	2.95894	2.83602	2.87042	2.8531	2.82393	0
Dyrk1a	3.17502	3.20762	3.23701	3.20493	3.19472	3.1968	3.16443	3.19758	3.17288	3.14021	3.14981	3.16742	3.15412	3.17741	3.17601	3.1791	3.18122	3.16212	0
Dennd1b_dup1	1.78951	1.81098	1.79843	1.88653	1.63251	1.71747	1.88074	1.79098	1.88329	1.8318	1.95477	1.94678	1.84625	1.76718	1.83723	1.83869	1.79184	1.80655	0
Kcnj15	2.35134	2.28726	2.40093	2.37087	2.38327	2.32597	2.37944	2.27751	2.36883	2.23142	2.30527	2.34337	2.35138	2.25207	2.36973	2.37407	2.29524	2.41132	0
Ets2	3.05341	3.03861	3.09087	3.06351	3.02564	3.11366	3.12394	3.01681	3.19174	3.22018	3.07059	3.03166	3.15366	3.14967	2.98435	3.03531	2.99263	2.98397	0
Gm15340	2.40057	2.2416	2.24949	2.45052	2.37101	2.24012	2.37101	2.40729	2.24817	2.33491	2.41486	2.33858	2.38863	2.22427	2.45646	2.42376	2.39281	2.3793	0
Wrb	2.77773	2.77465	2.73148	2.79265	2.68251	2.75865	2.73913	2.74124	2.77021	2.76114	2.783	2.79021	2.74329	2.76547	2.76401	2.72543	2.75659	2.70915	0
Sh3bgr	1.89566	1.7668	1.95776	1.84559	1.77972	1.81224	1.83672	1.79717	1.74426	1.81878	1.84749	1.8544	1.96804	1.82306	1.91524	1.78163	1.79223	1.95995	0
B3galt5	2.05472	2.05983	2.00698	2.08795	1.9829	1.98133	2.07155	2.11365	2.04764	2.14274	2.03481	2.13624	2.10343	2.13105	2.08886	2.12973	2.1633	2.05516	0
Igsf5	3.06252	2.99711	3.04529	3.03728	3.05581	3.03824	3.02824	3.02888	3.04128	3.0039	3.05999	3.0312	3.00133	2.9845	3.04375	3.016	3.0404	3.06674	0
Pcp4	2.47063	2.43576	2.48685	2.45786	2.42598	2.48867	2.50233	2.48627	2.51417	2.47587	2.54365	2.47131	2.49788	2.48496	2.51513	2.51758	2.54288	2.55446	0
Bace2	2.79587	2.76871	2.77391	2.81279	2.78115	2.782	2.75965	2.75597	2.8185	2.84812	2.75741	2.76823	2.81613	2.80905	2.78772	2.77248	2.78417	2.73835	0
Mx2	2.66621	2.68365	2.47178	2.66501	2.73764	2.75486	2.58041	2.7059	2.80145	2.71708	2.47388	2.53043	2.80881	2.74098	2.57371	2.57471	2.55369	2.69824	0
Mefv	2.20445	2.23945	2.03537	2.14235	2.16962	2.27995	2.34679	2.25885	2.33241	2.35959	2.21575	2.09579	2.31819	2.42808	2.20595	2.2139	2.10019	2.13794	0
Zfp597_dup1	2.4601	2.52599	2.57264	2.46909	2.4868	2.4676	2.43984	2.57472	2.503	2.4966	2.52284	2.51609	2.50253	2.56699	2.45948	2.53983	2.53715	2.42102	0
1700037C18Rik	2.20322	2.30772	2.36117	2.3285	2.30747	2.32494	2.34598	2.34493	2.32689	2.33281	2.36052	2.26498	2.3285	2.22376	2.33961	2.30185	2.32745	2.38804	0
Nlrc3	2.26665	2.41061	2.36511	2.40068	2.25368	2.34711	2.43485	2.31315	2.35789	2.48811	2.17922	2.32296	2.42054	2.40225	2.22177	2.34916	2.25668	2.35256	0
Slx4	2.58079	2.60757	2.53313	2.62264	2.57069	2.62066	2.56689	2.58866	2.6063	2.64875	2.65083	2.62924	2.60971	2.61937	2.55084	2.59492	2.57027	2.61601	0
Trap1	3.3601	3.36305	3.37477	3.37029	3.35657	3.3499	3.35832	3.37082	3.34008	3.33164	3.35583	3.37183	3.34898	3.34737	3.35242	3.37036	3.33355	3.36141	0
Crebbp	3.23818	3.24924	3.27838	3.27641	3.26683	3.24357	3.25946	3.25362	3.25698	3.26249	3.2448	3.24424	3.23735	3.24627	3.25001	3.26233	3.22897	3.26197	0
4930455F16Rik	1.77626	1.78455	1.80212	1.80546	1.69238	1.52104	1.8069	1.72225	1.80326	1.72437	1.85719	1.9173	1.82046	1.73631	1.91927	1.7838	1.8007	1.78524	0
Adcy9	3.11892	3.02428	3.09744	3.02875	3.14357	3.03219	3.07903	3.1126	3.02368	2.9447	3.06531	3.09113	2.97669	2.95055	3.02714	2.96736	3.04005	3.05578	0
Srl	2.52404	2.48505	2.48464	2.48536	2.49236	2.46063	2.47049	2.46165	2.57125	2.47143	2.41585	2.47414	2.41376	2.49286	2.44054	2.51108	2.47462	2.49497	0
Tfap4	2.69926	2.67603	2.75611	2.70547	2.77357	2.66618	2.6679	2.75117	2.62392	2.65567	2.71774	2.75781	2.69428	2.63856	2.70288	2.69265	2.74217	2.75694	0
Pam16	2.91375	2.89612	2.86332	2.86342	2.91214	2.89833	2.85556	2.86382	2.86764	2.80875	2.91137	2.89123	2.86281	2.87924	2.85593	2.86852	2.91121	2.87645	0
Coro7	3.00349	3.0233	3.05797	3.05002	3.04644	3.07301	3.06227	2.99367	3.09392	3.09316	3.02685	3.00734	3.04002	3.06756	3.02083	3.0228	2.98588	3.03555	0
Nmral1	2.79202	2.71664	2.77825	2.74647	2.83149	2.78248	2.7297	2.71508	2.76233	2.79872	2.74444	2.72127	2.76452	2.78994	2.73141	2.73155	2.74827	2.80991	0
5730403B10Rik	3.04419	2.99855	3.01535	2.9927	3.0153	2.97783	2.98533	2.97873	2.96622	2.97518	3.00709	3.02473	2.93095	2.95797	3.01029	2.94219	2.98545	2.97583	0
Fam100a	2.62523	2.7541	2.73065	2.69112	2.68294	2.70118	2.75307	2.72948	2.63745	2.64812	2.75056	2.65576	2.66202	2.64183	2.56643	2.5936	2.65951	2.66747	0
Nudt16l1_dup1	2.65063	2.57295	2.65089	2.58182	2.66468	2.54653	2.58854	2.56368	2.58391	2.53841	2.58797	2.55161	2.57161	2.5611	2.45951	2.55217	2.55944	2.56765	0
Anks3	2.79045	2.77927	2.80212	2.82941	2.74652	2.74632	2.76352	2.78326	2.76436	2.76231	2.79573	2.77731	2.76221	2.80921	2.7801	2.74009	2.80443	2.76559	0
Sept12	2.42502	2.24999	2.32155	2.35892	2.28228	2.18813	2.2441	2.31338	2.18044	2.21931	2.3156	2.32932	2.33115	2.29358	2.37173	2.3929	2.36331	2.37287	0
Rogdi	3.07992	3.013	3.07983	3.01236	3.05592	3.0914	3.09297	2.99391	3.12222	3.07505	3.06587	3.05114	3.09165	3.07389	3.05718	3.01192	3.05368	3.06677	0
Glyr1	3.25352	3.25436	3.26004	3.25659	3.24977	3.271	3.25071	3.23496	3.24674	3.24153	3.24772	3.25112	3.23795	3.25538	3.23427	3.23422	3.22652	3.2375	0
Ppl	2.83087	2.89138	2.66652	2.92268	2.78107	2.8715	2.85763	2.90778	2.91041	2.98579	2.90363	2.85754	3.02219	2.9616	2.82261	2.90107	2.78457	2.6912	0
Nagpa	2.96682	2.94926	2.98114	2.96052	2.9328	2.91437	2.9266	2.95394	2.93645	2.92387	2.93768	2.92324	2.91627	2.93159	2.93767	2.95128	2.92723	2.93304	0
AU021092	2.65978	2.61593	2.65545	2.61436	2.66295	2.68257	2.64887	2.6342	2.6683	2.59085	2.67143	2.63584	2.60438	2.61614	2.63151	2.61882	2.64039	2.65044	0
Fam86	2.79385	2.80112	2.81395	2.76397	2.83165	2.79127	2.75069	2.77918	2.81069	2.74829	2.76332	2.77769	2.82995	2.81114	2.78424	2.80736	2.7641	2.80746	0
Cldn26	2.36331	2.28084	2.38324	2.26295	2.24065	2.32932	2.31492	2.27871	2.3289	2.33269	2.38108	2.38322	2.37062	2.3729	2.3769	2.34912	2.40536	2.43379	0
Abat_dup1	2.84094	2.8365	2.91115	2.84793	2.86739	2.83402	2.7607	2.87822	2.76806	2.64334	2.85097	2.79157	2.75317	2.74249	2.80777	2.7281	2.85986	2.78457	0
