ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT4_REP1	ZT4_REP2	ZT4_REP3	ZT8_REP1	ZT8_REP2	ZT8_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT16_REP1	ZT16_REP2	ZT16_REP3	ZT20_REP1	ZT20_REP2	ZT20_REP3	GroundTruth
Rhox2a	2.09495	2.12068	2.17215	2.1595	2.06403	2.05846	2.08922	2.21185	2.09998	2.12085	2.06942	2.22872	2.14804	2.11149	2.15498	2.16927	2.22795	2.23717	0
Rhox3a	2.19475	2.0296	2.17164	2.09679	2.11359	2.10385	2.06285	2.13989	2.04997	2.03811	2.14334	2.21085	2.13678	2.14387	2.13524	2.09536	2.22809	2.15874	0
Rhox4e	2.22149	2.18079	2.20301	2.17918	2.19146	2.07509	2.24545	2.30167	2.1474	2.17364	2.26178	2.24059	2.26119	2.24919	2.21483	2.36355	2.34915	2.35854	0
Rhox3a_dup1	2.16063	2.07408	2.15023	2.05342	2.09311	2.08511	2.02329	2.08237	2.03809	2.02303	2.16588	2.1913	2.12581	2.07011	2.10072	2.09117	2.20379	2.07425	0
Rhox4a	2.25817	2.19777	2.25927	2.22708	2.22649	2.19462	2.26535	2.33873	2.18638	2.21425	2.30307	2.30023	2.2558	2.25087	2.27035	2.41197	2.34409	2.37429	0
Rhox2b	2.56415	2.47893	2.5253	2.5364	2.43612	2.395	2.45291	2.36117	2.49879	2.39456	2.40118	2.52088	2.49524	2.38748	2.46326	2.40606	2.48727	2.3391	0
Rhox4g	2.23211	2.22915	2.29924	2.2248	2.2333	2.12251	2.25945	2.31041	2.24572	2.20857	2.28037	2.30917	2.30774	2.19296	2.25651	2.37927	2.30571	2.37682	0
Rhox2c	2.31553	2.34505	2.43236	2.10348	2.45692	2.39556	2.29363	2.13484	2.45028	2.18713	2.21948	2.36199	2.39415	2.36622	2.32735	2.50972	2.29986	2.25072	0
Rhox3c	1.10262	0.82746	1.10513	1.25994	1.00491	0.93126	0.90434	1.24236	0.92273	1.05058	1.07304	1.05839	1.09483	1.05875	1.32747	1.07095	1.05181	1.0848	0
Rhox4c	2.01063	2.17647	2.12801	2.04682	1.88647	2.12063	2.04041	2.20896	1.96353	2.05526	2.09277	2.06605	2.11129	1.90438	2.05819	1.96779	2.10872	2.17055	0
Rhox2d	1.17541	1.23684	1.62191	1.4852	1.48457	1.32886	1.10324	1.44449	1.62879	1.44206	1.47012	1.52973	1.31571	1.1932	1.67599	1.57473	1.39869	1.31779	0
Rhox4e_dup1	2.4468	2.41032	2.47276	2.40317	2.44204	2.33246	2.45169	2.49929	2.42188	2.39669	2.4976	2.4938	2.44039	2.39598	2.49583	2.54969	2.4715	2.56502	0
Rhox2e	2.07113	2.0786	2.11799	2.10503	2.0235	1.98428	2.04842	2.10712	2.06834	2.07795	2.05339	2.22232	2.13339	2.08538	2.22637	2.20955	2.23811	2.14253	0
Rhox3a_dup2	2.05339	1.83199	2.06064	1.97975	1.99443	1.96806	1.87923	1.98357	1.9239	1.88614	2.03764	2.07523	1.99282	1.98941	1.98737	1.92372	2.04588	2.01206	0
Rhox4e_dup2	2.14383	2.09377	2.00886	2.08044	2.0934	1.98296	2.07549	2.21514	2.13195	2.06793	2.19246	2.21004	2.12627	2.08196	2.09204	2.25894	2.19995	2.14129	0
Rhox2f	1.10114	1.1516	1.34745	1.15464	0.93143	1.29362	1.19872	1.10717	1.33567	0.92125	1.56715	1.35749	1.10298	1.39232	1.27736	1.63402	1.43401	1.35911	0
Rhox3f	1.94553	1.91218	1.86919	1.80137	1.749	2.07054	2.00222	1.63393	1.74017	1.90221	1.93836	1.51973	1.7678	1.8714	1.85231	1.9984	1.83412	1.9459	0
Rhox5	2.32993	2.28353	2.37059	2.37649	2.24989	2.3164	2.20556	2.43496	2.35129	2.30483	2.31895	2.3133	2.36923	2.45396	2.40362	2.30732	2.36929	2.2166	0
Rhox6	2.52805	2.48928	2.45313	2.6443	2.36938	2.38684	2.47498	2.56173	2.36815	2.52322	2.639	2.52955	2.42643	2.36879	2.59571	2.43189	2.48896	2.5283	0
Rhox7	2.31928	2.4101	2.27993	2.27363	2.31597	2.34273	2.32433	2.38977	2.2585	2.2423	2.23406	2.39542	2.31459	2.22566	2.39036	2.4063	2.43185	2.34784	0
Rhox10	1.49436	1.50036	1.72361	1.79234	1.73974	1.56288	1.69041	1.69164	1.59744	1.6097	1.66341	1.71943	1.70658	1.5676	1.83583	1.78223	1.67771	1.76952	0
Rhox13	1.51354	1.30434	1.37889	1.39341	1.2538	1.45913	1.21673	1.26398	1.47456	1.33679	1.35798	1.31858	1.48944	1.514	1.30775	1.59736	1.39263	1.46758	0
Zbtb33	3.03906	3.04669	3.0296	3.03344	3.01831	3.04293	3.01749	3.02576	3.02988	3.00591	2.99869	2.99623	3.02875	3.04184	3.04939	3.0549	3.05703	3.00881	0
Mir3110	2.66012	2.67267	2.66683	2.67715	2.57452	2.69612	2.74372	2.72651	2.71115	2.70904	2.68238	2.70166	2.70873	2.69355	2.73366	2.74887	2.71876	2.70533	0
Atp1b4	2.16012	2.15224	2.18652	2.11068	2.07459	2.03831	2.15894	2.1901	2.11357	2.12749	2.18894	2.17153	2.18186	2.06985	2.23368	2.2463	2.10787	2.23453	0
Mcts1	2.71723	2.77482	2.78235	2.76545	2.7579	2.71828	2.662	2.7115	2.71411	2.72311	2.73284	2.73035	2.66939	2.71465	2.75682	2.65606	2.71205	2.72074	0
6030498E09Rik	1.82253	1.83652	1.76785	1.90849	1.9843	1.98947	1.93037	1.88399	1.81196	1.79365	1.9167	1.84416	1.96271	1.85787	1.96171	2.13699	2.01734	1.98272	0
Cypt15	1.2892	0.9383	1.03032	1.48564	1.07824	1.07809	1.02043	0.72549	0.9216	0.89569	0.81786	1.22058	0.79278	1.05014	1.01822	0.85004	1.1246	1.26819	0
Gria3	2.29739	2.43922	2.13929	2.41888	2.20592	2.55459	2.63477	2.28511	2.98278	2.97791	2.09224	2.20272	2.62523	2.73761	2.12833	2.36335	2.17459	2.20865	0
Xiap	3.12327	3.11264	3.12548	3.08117	3.15983	3.098	3.08332	3.0918	3.06908	3.09359	3.09679	3.12857	3.0748	3.07614	3.12943	3.06592	3.12245	3.1276	0
Stag2	3.07211	3.12054	3.14492	3.08415	3.11386	3.07109	3.04811	3.11744	3.04021	3.03761	3.0871	3.08248	3.03958	3.04394	3.08884	3.07717	3.09126	3.06918	0
Gm2483	1.95425	1.92156	1.83062	1.86438	1.86165	1.86696	1.86503	1.94593	1.81339	1.85963	2.02435	1.87442	1.84289	1.81599	1.91318	2.01777	2.02356	1.77731	0
Sh2d1a	2.08811	2.06851	2.07246	2.18411	2.12773	2.12077	2.21229	2.23	2.18308	2.2034	2.09432	2.18612	2.12317	2.19929	2.26091	2.21747	2.28455	2.23926	0
Odz1	1.51494	1.56821	1.35845	1.57245	1.51204	1.39198	1.51342	1.52325	1.46127	1.38268	1.5223	1.55624	1.46831	1.49425	1.44291	1.61619	1.64633	1.47955	0
Gm362	1.98347	1.98861	2.01102	2.12021	1.88903	2.01031	1.94608	2.02521	1.83174	1.85984	2.03564	2.07937	2.01259	1.85968	2.09724	2.14067	2.05376	2.05376	0
1110059M19Rik	1.6268	1.66045	1.65444	1.65974	1.75398	1.63911	1.68478	1.68679	1.68543	1.51663	1.66847	1.67866	1.60174	1.63734	1.69469	1.73703	1.73935	1.68367	0
Actrt1	1.73552	1.75756	1.77784	1.63131	1.79815	1.68252	1.63734	1.77852	1.81793	1.75671	1.63781	1.87517	1.70388	1.73334	1.90675	1.74177	1.74373	1.89016	0
Ocrl	2.65322	2.68288	2.65474	2.71775	2.61679	2.73234	2.68387	2.70456	2.77613	2.76419	2.67312	2.63283	2.67492	2.74773	2.62115	2.64315	2.61387	2.65038	0
Xpnpep2	1.94224	1.76273	1.90888	1.92308	1.77226	1.6364	1.83694	1.73927	1.65389	1.77121	1.86335	1.81808	1.78735	1.64703	1.91692	1.80197	1.79622	1.88367	0
Sash3	2.51104	2.78028	2.5555	2.73337	2.55109	2.73959	2.77492	2.62867	2.79059	2.92339	2.52821	2.53568	2.75176	2.8258	2.59173	2.69858	2.52283	2.6043	0
Utp14a	2.7344	2.76065	2.80248	2.71183	2.74286	2.75261	2.73946	2.72604	2.64678	2.68623	2.70505	2.72486	2.61433	2.6994	2.64258	2.58461	2.65759	2.66546	0
Bcorl1	2.9125	2.88206	2.88581	2.89646	2.8712	2.89096	2.91509	2.911	2.8894	2.89885	2.86778	2.92762	2.92932	2.89011	2.91296	2.92061	2.84573	2.86419	0
Rab33a	2.25799	2.24943	2.21037	2.29112	2.14464	2.20823	2.17963	2.26508	2.22745	2.1735	2.23647	2.30284	2.24207	2.23965	2.32953	2.29605	2.25486	2.26737	0
Slc25a14	2.28912	2.32637	2.28072	2.32021	2.41509	2.34776	2.34166	2.44484	2.31615	2.34194	2.35989	2.33016	2.24083	2.31598	2.31936	2.33435	2.30228	2.28697	0
Rbmx2	2.33112	2.37088	2.31694	2.29364	2.39279	2.36834	2.34683	2.37021	2.38255	2.30324	2.33265	2.31649	2.35675	2.32304	2.32284	2.30389	2.29256	2.3404	0
Arhgap36	2.06233	2.10599	2.17478	2.07178	2.02357	2.08149	2.09623	2.10589	1.88785	2.08813	1.90583	2.09982	2.0266	2.10232	2.128	2.24229	2.18061	1.94463	0
Arhgap36_dup1	3.42629	3.35507	3.41989	3.3824	3.41908	3.36407	3.37233	3.35792	3.33708	3.32623	3.39832	3.38555	3.36155	3.34942	3.402	3.42331	3.40683	3.41464	0
Olfr1320	1.27342	1.16517	1.38148	1.41799	1.31811	1.54213	1.16415	1.34203	0.98383	1.3311	1.37883	1.31996	1.22212	1.34006	1.47282	1.51493	1.41052	1.52501	0
2610018G03Rik	2.05941	2.23654	2.07516	2.19753	2.15597	2.16471	2.25958	2.29246	2.33018	2.43393	2.11214	2.07368	2.2454	2.34339	2.16327	2.1938	2.12654	2.15497	0
A630012P03Rik	1.72562	1.59643	1.74936	1.88284	1.83351	1.69517	1.64807	1.62991	1.71537	1.61623	1.77315	1.6823	1.75719	1.69978	1.7165	1.67445	1.67328	1.73282	0
Ccdc160	2.24059	2.20588	2.23234	2.27431	2.25493	2.23719	2.26574	2.27844	2.23402	2.2233	2.19766	2.21655	2.24918	2.26821	2.33774	2.23679	2.28766	2.3587	0
Phf6	2.88605	2.91345	2.85503	2.9185	2.89394	2.93768	2.91152	2.79636	2.90583	2.95033	2.85529	2.87966	2.93887	2.94286	2.89665	2.85884	2.90172	2.88722	0
Hprt	3.1116	3.12024	3.07339	3.08181	3.10058	3.14288	3.10958	3.07227	3.12632	3.13577	3.09951	3.0899	3.12524	3.14262	3.08858	3.1106	3.16198	3.08322	0
Fam122c	1.22007	1.39075	1.26673	1.31974	1.19216	1.21163	1.36065	1.3371	1.35197	1.18897	1.50012	1.42789	1.39783	1.12789	1.43427	1.40102	1.46628	1.42218	0
Etd	1.41987	1.47546	1.41514	1.46753	1.27639	1.26129	1.41911	1.41334	1.47328	1.15429	1.36314	1.2167	1.40008	1.27189	1.45231	1.50548	1.47528	1.37253	0
Cxx1c	2.41655	2.42237	2.38732	2.38573	2.42946	2.50012	2.4135	2.38098	2.38521	2.44863	2.38756	2.34972	2.44818	2.3963	2.33985	2.44077	2.37136	2.31642	0
4933416I08Rik	1.66915	1.58616	1.85659	1.89448	1.81795	1.579	1.52298	1.71641	1.5192	1.57481	1.70617	1.608	1.81485	1.43842	1.69967	1.76487	1.99024	1.79351	0
4930502E18Rik	1.58255	1.78621	1.51013	1.74171	1.84994	1.65019	1.72565	1.7018	1.60593	1.61753	1.66861	1.69056	1.69796	1.54955	1.80041	1.77895	1.79721	1.82662	0
Gm14625	1.09864	1.15722	1.07184	1.0852	1.02482	1.07518	0.94213	1.18401	1.00821	0.95661	1.01146	0.90002	0.93479	1.00516	1.07172	1.3309	1.18634	0.97226	0
Gm16405	1.13912	0.99018	1.07668	0.98596	1.06535	1.03704	0.86056	1.03866	0.96591	0.93506	1.0351	0.99227	0.88192	1.00883	1.01138	1.2335	1.00447	0.9867	0
Gm16405_dup1	0.97578	1.09861	1.09017	1.07721	1.10059	1.22356	0.9705	1.06258	0.9627	0.98831	0.96765	0.80981	0.9092	0.85168	1.03092	1.24597	1.11547	0.97675	0
Gm16405_dup2	1.04214	1.04414	1.21516	0.99667	0.94481	1.01649	0.92726	1.0411	0.81305	0.95468	1.06321	0.84521	0.89824	0.86925	1.04054	1.11709	0.98427	0.94412	0
Gm16405_dup3	1.03088	1.01787	1.09459	1.08002	0.98518	1.07579	0.95652	1.11639	0.92269	0.96728	0.99624	0.84756	0.88681	0.90688	1.15547	1.16359	1.04487	0.97623	0
Gm16405_dup4	1.07347	1.07758	1.14639	1.02502	1.03306	1.02875	0.92926	1.1152	0.90175	0.95034	1.05879	0.91257	0.93376	0.93358	1.05596	1.32047	1.09031	0.99284	0
Gm16405_dup5	1.07347	1.07758	1.14639	1.02502	1.03306	1.02875	0.92926	1.1152	0.90175	0.95034	1.05879	0.91257	0.93376	0.93358	1.05596	1.32047	1.09031	0.99284	0
Gm16404	1.18541	1.06687	1.17738	1.05368	1.12044	1.22046	0.94134	1.11768	1.06659	0.9547	1.12459	0.98006	0.98211	1.09758	1.09206	1.18174	1.18505	1.04337	0
Gm16405_dup6	1.08398	1.0589	1.13794	1.03132	0.98911	1.028	0.92171	1.06615	0.90409	0.9177	1.06531	0.87634	0.93016	0.94282	1.04696	1.33553	1.02999	0.98973	0
Slxl1	1.05961	1.16272	1.27824	1.11186	1.07249	1.3845	1.21406	1.22774	1.02791	1.07147	1.11677	1.00802	1.0417	0.97838	1.08906	1.1374	1.29891	1.13178	0
Gm14625_dup1	1.09814	1.06433	1.20741	1.09109	1.04975	1.0965	0.87281	1.17967	0.9544	0.92001	1.02441	0.96174	0.96274	1.12676	1.18767	0.76531	1.31392	0.93197	0
Gm14625_dup2	1.05008	1.15001	1.14473	1.01372	1.05286	1.07936	0.92538	1.13058	1.00575	0.89811	1.09497	0.93622	0.92304	1.07373	1.06638	1.3307	1.23135	0.98283	0
Gm16404_dup1	1.10706	1.10448	1.07248	1.05222	1.07722	1.07932	0.84484	1.16694	1.01447	1.01743	1.07004	0.90682	0.91599	0.9991	1.14032	1.32046	1.16223	0.99065	0
Gm14623	1.06443	0.55733	1.29352	0.86031	0.78174	0.82621	0.79683	0.87712	0.571	0.65087	0.86389	0.55004	0.76903	0.79683	0.80856	0.79683	0.83259	0.71065	0
3830403N18Rik	1.33362	1.51367	1.53806	1.48537	1.41723	1.47041	1.38893	1.73786	1.31995	1.50344	1.75673	1.26843	1.27187	1.72996	1.83714	1.46566	1.46637	1.32696	0
1600025M17Rik	1.92419	1.73582	1.84232	1.72711	1.74727	1.82827	1.83151	1.93664	1.75644	1.89936	1.78247	1.82299	1.93758	1.71075	1.84949	2.02289	1.89585	1.79463	0
Zfp449	2.20004	2.25704	2.26209	2.24581	2.12722	2.39702	2.35888	2.18562	2.48031	2.32474	2.18553	2.22168	2.28183	2.30115	2.17924	2.27428	2.14456	2.27564	0
Ncrna00086	2.23421	2.14958	2.18835	2.21294	2.26757	2.20033	2.2507	2.30289	2.33529	2.27757	2.3474	2.25073	2.24793	2.23696	2.40308	2.25667	2.33388	2.18843	0
Ddx26b	2.5394	2.67329	2.5868	2.64836	2.5297	2.62498	2.63916	2.64794	2.66128	2.7766	2.56505	2.58564	2.68621	2.75186	2.54171	2.59706	2.46817	2.53444	0
Slc9a6	2.97932	2.96235	2.94814	2.98762	2.97454	3.00949	2.95438	2.9348	2.97397	2.91597	2.95016	2.96037	2.948	2.99196	2.97022	2.94708	3.01211	2.97062	0
Fhl1	2.88217	2.79192	2.82309	2.82324	2.80732	2.82792	2.79103	2.836	2.79811	2.79722	2.80426	2.81214	2.85552	2.78885	2.81446	2.83995	2.80607	2.76651	0
Gpr112	1.83367	1.77377	1.82628	1.94952	2.0145	1.82209	1.82417	1.85567	1.77125	1.86691	1.88739	1.90655	1.9173	1.9559	2.02194	1.90371	1.93771	1.98028	0
Brs3	2.08579	2.05052	2.10406	2.04306	1.98602	2.01914	2.08839	2.00109	1.86684	2.04065	2.03896	2.18186	2.19249	1.97495	2.08991	1.9399	2.11456	2.07267	0
Htatsf1	2.76407	2.7585	2.7412	2.76761	2.80736	2.71978	2.69086	2.68985	2.68457	2.68063	2.77638	2.7388	2.6536	2.70929	2.66951	2.68297	2.70183	2.65344	0
Vgll1	2.02949	2.09244	2.05013	2.10138	2.06299	2.03184	1.99501	2.1157	2.03831	2.03704	1.96583	2.0583	2.07738	2.0793	2.16769	2.07401	2.04265	2.09962	0
Gm14718	1.52083	1.58594	1.67614	1.41119	1.65791	1.62594	1.60069	1.54516	1.58483	1.55854	1.64954	1.41677	1.59377	1.56797	1.51489	1.36111	1.61593	1.76709	0
Cd40lg	1.64918	1.92664	1.84681	1.83359	1.67455	1.85447	1.79162	1.61548	1.81478	2.01375	1.78614	1.80857	1.94501	1.96745	1.73345	1.78177	1.87712	1.97806	0
Gm364	1.1533	1.04729	1.28761	1.15866	1.25306	1.29428	1.2371	1.16518	1.15247	1.20766	1.25557	1.22446	1.14581	1.18477	1.29708	1.25632	1.25412	1.20337	0
Zic3	1.91724	1.99919	1.8672	2.01369	1.93935	1.94589	1.92368	1.89227	1.9434	1.87829	1.94106	2.08223	1.96361	1.93022	1.83841	1.97434	2.01454	2.10753	0
4930550L24Rik	1.93628	1.89762	1.88031	1.88504	1.99342	1.89119	1.86779	1.7567	1.83996	1.82962	1.79201	1.88911	1.87102	1.77113	1.98082	1.92448	1.93632	1.96105	0
F9	3.53506	3.53889	3.53452	3.53065	3.53197	3.55544	3.53585	3.52703	3.51685	3.50126	3.55061	3.53474	3.52763	3.54877	3.53551	3.53183	3.547	3.54658	0
C230004F18Rik	1.33801	1.24689	1.39347	1.43312	1.28819	1.23859	1.3657	1.20631	1.25678	1.33238	1.41837	1.32033	1.37839	1.35555	1.38383	1.18765	1.13161	1.29068	0
C030023E24Rik	1.39357	1.21777	1.45981	1.25901	1.25878	1.29499	1.20612	1.39254	1.3808	1.13967	1.26667	1.33032	1.31311	1.1551	1.53498	1.44176	1.30963	1.20547	0
Gm4988	1.50182	1.50344	1.48513	1.35193	1.22113	1.52806	1.39491	1.5733	1.65178	1.38907	1.55575	1.68352	1.47054	1.40499	1.67541	1.39692	1.4168	1.56307	0
Ldoc1	2.25874	2.18423	2.14459	2.2217	2.22861	2.13384	2.26003	2.13442	2.20442	2.23709	2.21257	2.24024	2.20771	2.23437	2.28084	2.22552	2.2428	2.21649	0
4933402E13Rik	1.73719	1.88535	1.67283	1.57901	1.85811	1.78214	1.62626	1.62407	1.86215	1.70298	1.68917	1.8097	1.63812	1.68622	1.8097	1.8736	1.64551	1.70512	0
4931400O07Rik	1.30341	1.19916	1.34036	1.29819	1.34891	1.34904	1.13318	1.25691	1.10225	1.13063	1.08812	1.25484	1.40994	1.40796	1.38911	1.29007	1.16283	1.31154	0
3830417A13Rik	1.55537	1.34251	1.64243	1.51403	1.40203	1.44709	1.39136	1.51829	1.43682	1.32779	1.42382	1.39523	1.43911	1.46487	1.50375	1.35874	1.46413	1.51985	0
Ctag2	1.95752	1.78833	2.00668	2.02093	2.06264	1.98432	2.02297	1.99935	1.9167	1.91802	2.06372	2.04101	1.83801	1.9468	2.04904	2.01144	1.99113	1.99013	0
Slitrk2	1.917	1.84313	1.80791	1.82339	1.96547	2.03354	1.82576	1.99649	1.98594	1.93168	1.90446	2.08553	2.08185	1.83439	2.16166	1.90812	1.89683	1.96762	0
1700036O09Rik	1.08004	1.02066	0.95493	1.1089	1.02988	1.11146	0.96467	1.22078	1.06002	1.0948	1.16994	1.0848	1.04088	1.23554	1.06692	1.26116	1.23535	1.15455	0
Gm14692	1.56066	1.41584	1.50171	1.49296	1.47844	1.2749	1.46995	1.57912	1.33416	1.44826	1.48554	1.4945	1.46335	1.56129	1.58537	1.47516	1.57628	1.36377	0
Fmr1	3.05396	3.06599	3.04552	3.06374	3.06277	3.08819	3.04636	3.07541	3.03491	3.06885	3.05397	3.07281	3.02617	3.06414	3.04918	3.06582	3.05716	3.02421	0
Fmr1nb	1.96964	1.75905	1.83091	1.82628	1.79612	2.01975	1.75869	1.68058	1.79932	1.86875	1.85754	1.90416	1.84657	1.86886	1.80887	1.87215	1.85196	1.96879	0
Gm14698	2.75337	2.81861	2.75507	2.74143	2.74762	2.74864	2.79603	2.7389	2.71539	2.73992	2.78507	2.82546	2.74542	2.71718	2.81654	2.7474	2.77166	2.74627	0
Aff2	2.14197	2.11383	2.1314	2.17098	2.1396	2.16011	2.0598	2.17793	2.10102	2.17398	2.06789	2.18746	2.09636	2.13011	2.15723	2.20101	2.12134	2.09267	0
1700020N15Rik	1.02045	0.66713	0.5297	1.0112	0.8051	0.75171	0.79141	0.79637	0.74483	0.7354	0.85872	0.68308	0.72968	0.58041	0.97037	1.13871	0.90697	0.87063	0
1110012L19Rik	2.64947	2.52655	2.63522	2.61159	2.59971	2.58839	2.4919	2.53853	2.60429	2.5566	2.52301	2.54652	2.5352	2.57011	2.57915	2.58406	2.67311	2.6124	0
Mamld1	2.53994	2.48295	2.52866	2.37474	2.45147	2.51744	2.51001	2.51426	2.58467	2.58888	2.5226	2.49638	2.55181	2.54248	2.47869	2.54754	2.63006	2.44647	0
Mtm1	2.76267	2.71402	2.7655	2.73414	2.78091	2.71038	2.73129	2.73267	2.68728	2.65761	2.73088	2.72893	2.64141	2.66845	2.73169	2.76716	2.72481	2.71527	0
Mtmr1	3.03799	3.08202	3.05311	3.04185	3.05475	3.07837	3.05349	3.0721	3.0833	3.04679	3.09874	3.05797	3.00906	3.0687	3.03712	3.05166	3.04581	2.99515	0
Hmgb3	2.91222	2.87791	2.89473	2.90089	2.91209	2.8832	2.89257	2.90959	2.94546	2.89963	2.87932	2.89982	2.84149	2.81946	2.90566	2.94771	2.86736	2.91865	0
Gpr50	2.5138	2.52257	2.63442	2.56634	2.36562	2.56292	2.63045	2.51975	2.49173	2.46936	2.52879	2.63061	2.56715	2.40387	2.64272	2.62091	2.6065	2.70496	0
Vma21	2.31563	2.22425	2.28907	2.26105	2.29248	2.33119	2.24757	2.24287	2.22649	2.16035	2.24357	2.19615	2.16808	2.2512	2.32002	2.24382	2.2023	2.29398	0
Gm1141	2.24467	2.16906	2.26211	2.25128	2.18157	2.17201	2.20222	2.23806	2.24885	2.17965	2.2224	2.26226	2.25742	2.22541	2.32139	2.31113	2.24326	2.27272	0
Prrg3	2.31932	2.22292	2.28363	2.1896	2.45665	2.30193	2.23945	2.22864	2.33054	2.31932	2.35441	2.32077	2.30654	2.25634	2.30186	2.29794	2.33176	2.28017	0
Fate1	1.77148	1.71938	1.64848	1.69656	1.83572	1.88439	1.86814	1.6994	1.74549	1.589	1.82313	1.83417	1.78499	1.74048	1.85328	1.78826	1.83075	1.87164	0
Cnga2	1.91072	1.99467	1.7432	1.89448	1.97102	1.98039	2.06445	1.88671	1.7878	1.81555	1.81869	1.99703	1.94345	1.79396	1.70751	1.80965	1.83631	1.89377	0
Magea4	1.54946	1.51489	1.57787	1.47154	1.55634	1.55909	1.57838	1.58762	1.41762	1.17491	1.48706	1.48688	1.64096	1.49107	1.58403	1.65779	1.64644	1.59617	0
Gabrq	1.91444	1.75613	2.00847	1.73291	1.80006	1.89808	1.75791	1.83807	1.72743	1.84134	1.84893	1.83411	2.01727	1.88778	2.06267	1.72935	1.79654	1.90575	0
Nsdhl	3.50597	3.43053	3.45753	3.38574	3.49337	3.48631	3.48551	3.394	3.46508	3.47234	3.47397	3.41896	3.4854	3.47816	3.41172	3.41093	3.49566	3.45405	0
Zfp185	2.19917	2.1595	2.0931	2.00281	2.09332	2.10952	2.21031	2.02005	2.04451	2.05739	2.11508	1.93354	2.10827	2.12742	2.1267	2.09462	2.17239	2.10001	0
Mir2137	2.73034	2.6637	2.67411	2.81368	2.69766	2.72757	2.7596	2.80856	2.71986	2.75963	2.69676	2.73252	2.75902	2.58654	2.72471	2.74879	2.75712	2.85282	0
Pnma3	1.60144	1.48542	1.61043	1.65726	1.67455	1.54141	1.64362	1.71813	1.65898	1.49588	1.7099	1.75001	1.7032	1.94734	1.65663	1.52686	1.68994	1.73974	0
DXBay18	2.30091	2.28902	2.29468	2.39953	2.25516	2.28187	2.35416	2.2976	2.35494	2.27231	2.37952	2.40368	2.37426	2.28466	2.36464	2.41251	2.42703	2.36593	0
Xlr5b	2.15167	2.08076	2.03196	2.15552	2.05845	2.04714	2.03652	2.1136	2.37182	2.05923	2.16743	2.10259	2.15803	2.03768	2.21385	2.04212	2.11839	2.11147	0
Xlr3b	1.84913	1.5465	1.14294	1.43116	1.52737	1.19574	1.35517	1.4693	1.85965	1.49103	1.57945	1.41427	1.49103	1.51421	1.53705	1.34628	1.24329	1.43304	0
Xlr4b	1.75587	1.54726	1.66704	1.34717	1.0834	1.48008	1.39389	1.78209	1.93802	1.71416	0.97006	1.56393	1.40112	1.77907	1.32995	1.63722	1.24095	1.00225	0
F8a	2.41457	2.48194	2.44603	2.45418	2.4537	2.43377	2.38039	2.41932	2.49091	2.40641	2.41926	2.43878	2.42862	2.37764	2.44919	2.36032	2.38151	2.46815	0
Zfp275	2.79893	2.86821	2.85373	2.85853	2.83603	2.85597	2.86308	2.89566	2.83405	2.81731	2.84627	2.84323	2.82537	2.80684	2.77794	2.76902	2.7633	2.73646	0
Zfp92	2.16039	2.11255	1.98289	2.02108	2.07523	2.0866	2.07147	2.09455	2.09156	2.04763	2.13869	2.2197	2.03023	2.1097	2.05761	2.02102	2.20603	2.19503	0
Bgn	3.43681	3.482	3.44232	3.43977	3.4121	3.44611	3.50586	3.44472	3.50627	3.56651	3.38997	3.39967	3.51618	3.51182	3.40398	3.47002	3.41149	3.387	0
Atp2b3	2.15167	2.07953	2.27022	2.27203	1.96239	1.91821	2.18668	2.15475	2.16471	2.16307	2.06545	2.28788	2.15139	2.18618	2.12848	2.14894	2.08696	2.15078	0
Dusp9	2.38264	2.29462	2.37081	2.47359	2.25805	2.35018	2.4443	2.43028	2.35669	2.37938	2.47693	2.34069	2.42328	2.3619	2.38555	2.44968	2.4231	2.37849	0
Slc6a8	2.7998	2.88245	2.75107	2.9273	2.78359	3.05382	3.0081	2.92848	3.22641	3.21604	2.81469	2.81904	3.11374	3.1137	2.82723	2.93685	2.79919	2.83039	0
Abcd1	3.06715	3.02792	3.07251	3.04859	3.08119	3.0964	3.07703	3.02521	3.09534	3.07437	3.07547	3.06898	3.08781	3.09234	3.06093	2.99583	3.05936	3.06387	0
Plxnb3	2.26409	2.18006	2.22121	2.35669	2.18105	2.19669	2.32557	2.29455	2.25667	2.25172	2.23602	2.28115	2.27911	2.24551	2.3321	2.26144	2.28844	2.34182	0
Srpk3	2.25314	2.24491	2.04542	2.12353	2.20601	2.32753	2.28003	2.26714	2.29292	2.11755	2.25147	2.26438	2.18939	2.25852	2.20638	2.26997	2.25226	2.34225	0
Ssr4	3.35409	3.33818	3.363	3.3429	3.35274	3.33345	3.32814	3.34643	3.34405	3.33968	3.34133	3.35527	3.36002	3.32496	3.35888	3.3444	3.34598	3.37282	0
Avpr2	2.38526	2.26806	2.36978	2.31238	2.2113	2.36438	2.15529	2.34448	2.18273	2.30303	2.31079	2.34282	2.30083	2.25056	2.4137	2.29866	2.31874	2.31202	0
Opn1mw	2.06181	1.9812	2.07081	2.20777	2.00989	2.09206	2.09558	2.05323	2.03021	2.08458	2.01533	2.06195	2.11122	2.09725	2.05447	2.13686	2.06283	2.16197	0
