id	AH063	AH064	AH065	AH066
LmxM.17.1000	3	21	14	38
LmxM.17.1010	5	8	1	23
LmxM.17.1020	132	308	373	332
LmxM.17.1030	726	1325	996	2588
LmxM.17.1040	8	14	15	14
LmxM.17.1050	45	1133	935	2329
LmxM.17.1060	22	60	74	118
LmxM.17.1070	4	13	25	31
LmxM.17.1080	3	19	12	32
LmxM.17.1090	14	28	38	79
LmxM.17.1100	8	9	11	31
LmxM.17.1110	56	135	145	294
LmxM.17.1120	123	321	281	325
LmxM.17.1130	25	42	35	87
LmxM.17.1140	28	151	126	170
LmxM.17.1150	5	17	21	27
LmxM.17.1160	3	12	5	15
LmxM.17.1170	7	15	13	31
LmxM.17.1180	1	141	112	155
LmxM.17.1190	45	222	176	297
LmxM.17.1200	11	31	34	63
LmxM.17.1210	519	1165	1188	1273
LmxM.17.1220	7241	29518	52915	84755
LmxM.17.1230	0	4	10	6
LmxM.17.1240	58	58	88	94
LmxM.17.1250	6	3	7	10
LmxM.17.1260	171	685	718	1397
LmxM.17.1270	106	581	621	878
LmxM.17.1280	270	424	487	404
LmxM.17.1290	707	929	1650	1048
LmxM.17.1300	29	62	79	90
LmxM.17.1310	7	11	13	21
LmxM.17.1315	375	598	1024	1656
LmxM.17.1320	8	0	17	5
LmxM.17.1330	86	239	313	293
LmxM.17.1340	1	88	145	334
LmxM.17.1350	26	56	72	156
LmxM.17.1360	63	85	118	82
LmxM.17.1370	14	12	30	56
LmxM.17.1375	106	296	301	465
LmxM.17.1380	64	134	104	134
LmxM.17.1390	6	18	26	38
LmxM.17.1400	136	275	295	350
LmxM.17.1410	104	2635	3054	4009
LmxM.17.1420	250	1282	1247	1575
LmxM.17.1430	815	1836	1862	2510
LmxM.17.1440	19	138	123	213
LmxM.17.1450	3	36	29	50
LmxM.17.1460	42	64	59	75
LmxM.17.1470	65	103	102	123
LmxM.18.0010	65	209	234	229
LmxM.18.0020	163	333	359	317
LmxM.18.0030	15	89	110	128
LmxM.18.0040	2	47	61	104
LmxM.18.0050	1	1	0	1
LmxM.18.0060	106	177	262	139
LmxM.18.0070	89	606	414	697
LmxM.18.0080	5	43	72	75
LmxM.18.0090	11	40	100	144
LmxM.18.0100	5	1	3	1
LmxM.18.0110	36	121	59	133
LmxM.18.0120	42	246	262	316
LmxM.18.0130	55	246	131	220
LmxM.18.0140	33	87	80	75
LmxM.18.0150	518	1036	1660	1310
LmxM.18.0160	18	31	33	45
LmxM.18.0170	2	17	5	13
LmxM.18.0180	974	4137	2740	5872
LmxM.18.0190	629	2622	1613	2885
LmxM.18.0200	111	248	159	261
LmxM.18.0210	345	555	709	620
LmxM.18.0220	255	379	448	430
LmxM.18.0230	44	50	119	98
LmxM.18.0240	19	211	114	353
LmxM.18.0250	26	95	53	69
LmxM.18.0260	25	54	64	59
LmxM.18.0270	1252	3240	3577	3058
LmxM.18.0280	31	86	84	120
LmxM.18.0290	1	29	17	30
LmxM.18.0300	801	840	1191	717
LmxM.18.0310	26	38	49	67
LmxM.18.0320	18	36	44	61
LmxM.18.0330	92	156	211	167
LmxM.18.0340	591	1284	1031	1759
LmxM.18.0350	13	14	32	21
LmxM.18.0360	56	263	258	505
LmxM.18.0370	14	87	57	121
LmxM.18.0380	100	182	228	258
LmxM.18.0390	50	84	91	133
LmxM.18.0400	110	430	239	431
LmxM.18.0410	198	354	372	434
LmxM.18.0420	79	202	174	221
LmxM.18.0430	22	50	46	50
LmxM.18.0440	53	124	90	144
LmxM.18.0450	368	657	931	963
LmxM.18.0460	49	164	181	209
LmxM.18.0470	75	198	183	230
LmxM.18.0480	36	367	439	528
LmxM.18.0490	75	195	158	277
LmxM.18.0500	2	9	8	13
LmxM.18.0510	976	102	309	121
LmxM.18.0520	369	1209	1217	2144
LmxM.18.0530	20	49	47	66
LmxM.18.0540	470	1213	1129	1188
LmxM.18.0550	1009	2031	2402	2035
LmxM.18.0560	1548	2287	3405	2058
LmxM.18.0570	1198	2665	2445	2046
LmxM.18.0580	32	52	36	71
LmxM.18.0590	1178	7067	6698	6287
LmxM.18.0595	3	1	6	6
LmxM.18.0600	71	148	89	114
LmxM.18.0610	1507	4571	5616	5739
LmxM.18.0620	5667	20113	20867	23726
LmxM.18.0630	48	105	86	206
LmxM.18.0640	355	2168	896	2194
LmxM.18.0650	1	0	1	0
LmxM.18.0670	249	867	957	1989
LmxM.18.0680	321	880	1072	1651
LmxM.18.0690	72	653	699	991
LmxM.18.0700	3101	4978	5995	5883
LmxM.18.0710	15	59	60	112
LmxM.18.0720	7	105	99	196
LmxM.18.0730	245	1931	1794	1971
LmxM.18.0740	101	66	177	149
LmxM.18.0750	98	249	228	314
LmxM.18.0760	1	4	4	5
LmxM.18.0770	23	317	286	333
LmxM.18.0780	19	104	165	253
LmxM.18.0790	61	257	344	353
LmxM.18.0800	88	117	90	132
LmxM.18.0810	36	80	112	156
LmxM.18.0820	0	1	0	1
LmxM.18.0830	134	148	254	225
LmxM.18.0840	4	17	17	40
LmxM.18.0850	136	285	315	350
LmxM.18.0860	10	19	30	42
LmxM.18.0870	8	63	53	74
LmxM.18.0880	7	3	3	9
LmxM.18.0890	3254	15663	17004	20678
LmxM.18.0900	76	216	320	515
LmxM.18.0910	12	280	238	333
LmxM.18.0920	5	7	4	10
LmxM.18.0930	1	9	6	21
LmxM.18.0940	26	38	77	64
LmxM.18.0950	7	34	24	42
LmxM.18.0960	130	309	385	347
LmxM.18.0970	31	113	72	134
LmxM.18.0980	38	270	484	455
LmxM.18.0990	128	35	68	49
LmxM.18.1000	9	316	463	700
LmxM.18.1010	256	538	553	756
LmxM.18.1020	86	200	222	193
LmxM.18.1030	287	810	709	1365
LmxM.18.1040	21	70	70	81
LmxM.18.1050	52	171	108	195
LmxM.18.1060	1189	2688	2431	2016
LmxM.18.1070	83	239	238	300
LmxM.18.1080	3357	7795	8385	9355
LmxM.18.1090	279	796	729	878
LmxM.18.1100	739	1595	1502	1647
LmxM.18.1110	0	15	41	55
LmxM.18.1120	3	1	1	3
LmxM.18.1130	1062	2116	1663	2832
LmxM.18.1140	10	38	41	46
LmxM.18.1150	214	540	493	716
LmxM.18.1160	189	523	782	732
LmxM.18.1170	433	2036	2508	3012
LmxM.18.1180	28	103	124	216
LmxM.18.1190	154	383	299	518
LmxM.18.1200	1	2	1	4
LmxM.18.1210	677	519	945	896
LmxM.18.1220	18	48	51	65
LmxM.18.1230	14	62	57	94
LmxM.18.1240	290	629	876	1066
LmxM.18.1250	193	1131	1024	1219
LmxM.18.1290	832	1559	1318	1650
LmxM.18.1300	127	232	274	322
LmxM.18.1310	249	839	645	913
LmxM.18.1320	4	9	7	50
LmxM.18.1330	62	215	208	324
LmxM.18.1340	697	4647	4798	8041
LmxM.18.1350	148	435	307	639
LmxM.18.1360	35	156	140	200
LmxM.18.1370	2751	6432	8873	6715
LmxM.18.1380	4806	4699	6466	4571
LmxM.18.1390	16	36	34	73
LmxM.18.1400	2690	6259	6388	7548
LmxM.18.1410	71	32	24	39
LmxM.18.1420	283	974	776	1025
LmxM.18.1430	40	274	338	464
LmxM.18.1440	33	94	82	114
LmxM.18.1450	1239	1997	2336	2164
LmxM.18.1460	22	295	393	709
LmxM.18.1470	117	226	211	356
LmxM.18.1480	64	1813	1530	2107
LmxM.18.1490	53	127	248	631
LmxM.18.1500	204	364	541	781
LmxM.18.1510	82	37	67	40
LmxM.18.1520	1958	186	177	241
LmxM.18.1530	92	199	242	283
LmxM.18.1540	178	417	432	626
LmxM.18.1550	4	152	169	413
LmxM.18.1560	13	54	60	80
LmxM.18.1570	98	232	226	368
LmxM.18.1580	252	393	494	392
LmxM.18.1590	210	280	371	323
LmxM.18.1600	123	276	400	753
LmxM.18.1610	7	904	2095	1152
LmxM.18.1620	197	336	367	437
LmxM.18.1625	299	689	877	1033
LmxM.18.1630	327	745	754	878
LmxM.18.1640	89	207	206	235
LmxM.18.1650	92	176	166	209
LmxM.18.1660	1058	2615	2723	3673
LmxM.18.1670	59	320	174	362
LmxM.19.0010	333	857	753	1104
LmxM.19.0020	2617	3018	4988	2650
LmxM.19.0030	0	1	2	1
LmxM.19.0050	17	46	51	65
LmxM.19.0060	790	1172	1485	1430
LmxM.19.0070	89	264	265	372
LmxM.19.0080	1943	6116	5832	5241
LmxM.19.0090	6767	12262	18299	12789
LmxM.19.0100	297	380	686	434
LmxM.19.0110	12	32	29	53
LmxM.19.0120	30	140	109	207
LmxM.19.0130	7468	16124	15680	13710
LmxM.19.0140	198	442	559	509
LmxM.19.0150	1313	3954	4953	6056
LmxM.19.0160	1874	2283	3763	2933
LmxM.19.0170	364	208	226	202
LmxM.19.0180	169	107	93	93
LmxM.19.0190	847	1586	1774	1252
LmxM.19.0200	13453	20807	23417	19397
LmxM.19.0210	3163	2851	5090	3730
LmxM.19.0220	289	887	869	858
LmxM.19.0230	67	27	45	28
LmxM.19.0240	52	134	314	201
LmxM.19.0250	49	93	91	116
LmxM.19.0260	469	1013	1125	805
LmxM.19.0270	13108	36817	22226	28769
LmxM.19.0280	24	33	28	38
LmxM.19.0290	46	101	78	185
LmxM.19.0295	3	9	34	23
LmxM.19.0300	498	909	1252	1103
LmxM.19.0310	440	1387	1608	1462
LmxM.19.0320	140	263	256	364
LmxM.19.0330	35	1024	1180	1176
LmxM.19.0340	163	830	830	949
LmxM.19.0350	55	135	177	185
LmxM.19.0360	97	754	668	1288
LmxM.19.0370	2796	10368	8430	8966
LmxM.19.0380	11	1016	722	1136
LmxM.19.0390	160	255	308	451
LmxM.19.0400	5	19	26	33
LmxM.19.0410	352	21	22	19
LmxM.19.0420	36	60	61	114
LmxM.19.0430	49	250	137	239
LmxM.19.0440	4620	9529	22191	10607
LmxM.19.0450	7	22	23	27
LmxM.19.0460	57	110	153	179
LmxM.19.0470	24	65	76	103
LmxM.19.0480	62	68	63	172
LmxM.19.0490	37	48	77	47
LmxM.19.0500	6	18	18	21
LmxM.19.0510	135	228	184	385
LmxM.19.0520	305	657	797	1252
LmxM.19.0530	499	1780	1379	2056
LmxM.19.0540	555	2212	1579	2180
LmxM.19.0550	109	323	602	595
LmxM.19.0560	492	1148	1273	1404
LmxM.19.0570	237	1201	708	964
LmxM.19.0580	183	237	260	537
LmxM.19.0590	109	1271	777	1579
LmxM.19.0600	102	656	892	850
LmxM.19.0610	130	199	251	285
LmxM.19.0620	60	106	130	204
LmxM.19.0630	93	203	202	428
LmxM.19.0640	0	11	35	89
LmxM.19.0650	48	91	95	107
LmxM.19.0660	15	31	41	54
LmxM.19.0670	175	253	489	357
LmxM.19.0680	216	819	779	1057
LmxM.19.0690	54	457	461	534
LmxM.19.0700	1987	5196	6516	7668
LmxM.19.0710	48	93	82	149
LmxM.19.0720	31	55	76	103
LmxM.19.0730	70	131	98	180
LmxM.19.0740	704	754	845	872
LmxM.19.0750	90	178	151	242
LmxM.19.0760	87	662	669	708
LmxM.19.0770	24	105	67	138
LmxM.19.0780	0	7	5	3
LmxM.19.0790	112	229	304	216
LmxM.19.0800	187	267	380	299
LmxM.19.0810	6	37	34	57
LmxM.19.0820	509	3025	1164	3771
LmxM.19.0830	17	42	18	142
LmxM.19.0840	14	40	24	135
LmxM.19.0850	13	42	18	158
LmxM.19.0860	12	37	20	144
LmxM.19.0870	88	866	290	1395
LmxM.19.0880	46	316	71	464
LmxM.19.0920	116	3	11	3
LmxM.19.0930	4	26	18	52
LmxM.19.0940	105	192	137	262
LmxM.19.0950	136	296	341	448
LmxM.19.0960	15	68	56	135
LmxM.19.0970	79	176	205	227
LmxM.19.0980	186	742	495	903
LmxM.19.0985	3077	22136	5421	22117
LmxM.19.0995	28	289	164	246
LmxM.19.1005	401	969	927	1160
LmxM.19.1010	7	14	11	27
LmxM.19.1020	0	3	2	4
LmxM.19.1030	45	167	170	166
LmxM.19.1040	96	174	304	298
LmxM.19.1050	3	31	40	68
LmxM.19.1060	89	835	1205	1334
LmxM.19.1070	5	2431	2278	3293
LmxM.19.1080	7	51	45	43
LmxM.19.1090	34	62	106	93
LmxM.19.1100	155	61	57	87
LmxM.19.1110	26	99	214	316
LmxM.19.1120	164	223	233	273
LmxM.19.1130	52	83	52	132
LmxM.19.1140	9	21	23	16
LmxM.19.1150	439	1357	1822	2349
LmxM.19.1160	1063	2172	2524	2876
LmxM.19.1170	338	514	602	918
LmxM.19.1180	68	231	240	314
LmxM.19.1190	15	77	107	160
LmxM.19.1200	700	1735	1605	2668
LmxM.19.1210	144	179	260	288
LmxM.19.1220	10	22	29	20
LmxM.19.1230	26	84	150	296
LmxM.19.1240	49	61	69	98
LmxM.19.1250	8	23	30	44
LmxM.19.1260	469	349	461	490
LmxM.19.1270	3	150	176	221
LmxM.19.1280	20	8	31	25
LmxM.19.1290	2	3	2	3
LmxM.19.1300	29	114	82	204
LmxM.19.1310	9	23	22	41
LmxM.19.1315	312	638	671	1109
LmxM.19.1320	25	84	62	82
LmxM.19.1345	5	9	7	9
LmxM.19.1347	78	263	167	454
LmxM.19.1350	39	173	163	318
LmxM.19.1351	5	18	27	40
LmxM.19.1360	158	1563	547	2014
LmxM.19.1365	57	101	179	248
LmxM.19.1370	136	240	183	236
LmxM.19.1380	135	512	689	646
LmxM.19.1390	16	42	38	50
LmxM.19.1400	141	287	450	377
LmxM.19.1410	207	420	489	470
LmxM.19.1420	704	2400	1494	2457
LmxM.19.1430	100	207	254	161
LmxM.19.1440	46	246	238	252
LmxM.19.1450	344	804	750	695
LmxM.19.1460	422	598	507	575
LmxM.19.1470	54	145	143	173
LmxM.19.1480	429	1153	1219	1075
LmxM.19.1485	615	713	1177	629
LmxM.19.1490	343	626	961	926
LmxM.19.1520	110	203	194	253
LmxM.19.1530	1183	2809	3717	4247
LmxM.19.1540	7	8	12	45
LmxM.19.1550	142	437	549	607
LmxM.19.1560	90	77	147	76
LmxM.19.1570	1025	1886	1511	1735
LmxM.19.1580	13	61	21	75
LmxM.19.1590	92	125	159	243
LmxM.19.1600	29	42	63	86
LmxM.19.1610	2	0	1	1
LmxM.19.1620	11	33	49	49
LmxM.19.1630	65	239	148	295
LmxM.19.1640	65	167	196	318
LmxM.19.1690	207	140	198	160
LmxM.20.0010	88	245	353	281
LmxM.20.0020	54	74	124	75
LmxM.20.0030	346	682	920	868
LmxM.20.0031	17	50	46	72
LmxM.20.0040	26	85	99	100
LmxM.20.0050	825	1360	1508	889
LmxM.20.0060	55	264	264	432
LmxM.20.0070	95	205	160	263
LmxM.20.0080	65	305	327	340
LmxM.20.0090	0	0	2	6
LmxM.20.0100	248	396	445	407
LmxM.20.0110	375	556	762	591
LmxM.20.0120	6	72	110	176
LmxM.20.0130	257	453	479	445
LmxM.20.0140	336	772	726	721
LmxM.20.0150	159	207	297	304
LmxM.20.0160	19	48	33	69
LmxM.20.0170	59	301	305	640
LmxM.20.0180	9	27	16	20
LmxM.20.0190	70	212	243	302
LmxM.20.0200	3	9	10	14
LmxM.20.0210	14	6	3	7
LmxM.20.0220	0	4	4	3
LmxM.20.0230	165	568	742	583
LmxM.20.0240	239	401	535	427
LmxM.20.0250	6	27	22	25
LmxM.20.0260	1376	2531	3418	2354
LmxM.20.0265	794	1668	1349	1528
LmxM.20.0270	3037	6183	7337	7508
LmxM.20.0280	536	607	559	457
LmxM.20.0300	86	151	131	241
LmxM.20.0310	4	6	10	17
LmxM.20.0320	210	377	472	418
LmxM.20.0330	4	28	15	40
LmxM.20.0340	24	39	57	54
LmxM.20.0346	0	4	2	15
LmxM.20.0350	83	160	222	240
LmxM.20.0355	11	36	25	32
LmxM.20.0360	265	937	451	1231
LmxM.20.0370	16	59	45	84
LmxM.20.0375	165	811	831	1289
LmxM.20.0380	61	153	112	173
LmxM.20.0390	20	40	78	197
LmxM.20.0400	40	158	136	348
LmxM.20.0410	23	97	91	109
LmxM.20.0420	53	66	105	129
LmxM.20.0430	18	60	46	97
LmxM.20.0440	12	15	16	6
LmxM.20.0450	19	44	26	65
LmxM.20.0460	185	790	988	1224
LmxM.20.0470	25	75	82	96
LmxM.20.0480	1	1	1	1
LmxM.20.0490	36	88	72	167
LmxM.20.0500	100	287	197	318
LmxM.20.0510	311	470	660	590
LmxM.20.0520	9	13	20	12
LmxM.20.0530	225	243	400	429
LmxM.20.0540	11	0	2	2
LmxM.20.0550	9	31	22	37
LmxM.20.0560	213	376	657	464
LmxM.20.0570	136	194	216	210
LmxM.20.0580	58	608	484	669
LmxM.20.0590	16	64	52	87
LmxM.20.0600	15	4	5	10
LmxM.20.0620	86	254	302	416
LmxM.20.0630	86	213	254	311
LmxM.20.0640	198	393	402	425
LmxM.20.0650	10	6	4	8
LmxM.20.0660	33	114	159	188
LmxM.20.0670	75	170	203	228
LmxM.20.0680	22	31	24	26
LmxM.20.0690	35	150	87	163
LmxM.20.0700	677	2722	2565	4512
LmxM.20.0705	350	988	817	852
LmxM.20.0770	33	109	102	164
LmxM.20.0780	3	24	41	158
LmxM.20.0790	9	88	86	111
LmxM.20.0800	185	372	343	622
LmxM.20.0810	64	214	200	348
LmxM.20.0820	1	20	34	45
LmxM.20.0830	3	5	8	6
LmxM.20.0840	12	57	86	117
LmxM.20.0850	647	1213	1060	1407
LmxM.20.0860	29	73	79	79
LmxM.20.0870	4	107	161	124
LmxM.20.0880	25	33	51	50
LmxM.20.0890	83	171	164	293
LmxM.20.0900	4	283	266	434
LmxM.20.0910	18	11	11	14
LmxM.20.0920	47	183	286	281
LmxM.20.0930	8	76	89	94
LmxM.20.0940	0	0	1	1
LmxM.20.0950	16	43	45	46
LmxM.20.0960	217	626	534	959
LmxM.20.0970	64	82	94	89
LmxM.20.0980	4	11	8	22
LmxM.20.0990	20	40	25	48
LmxM.20.1000	58	101	115	161
LmxM.20.1010	6	49	107	147
LmxM.20.1020	83	226	176	400
LmxM.20.1030	19	16	23	34
LmxM.20.1040	75	223	113	237
LmxM.20.1050	1095	3330	2055	7023
LmxM.20.1055	193	436	445	470
LmxM.20.1060	3	17	12	24
LmxM.20.1070	5	13	10	14
LmxM.20.1080	20	54	33	56
LmxM.20.1090	4	11	11	22
LmxM.20.1100	16	750	615	1223
LmxM.20.1110	114	200	249	288
LmxM.20.1120	172	498	396	542
LmxM.20.1130	105	96	165	81
LmxM.20.1140	34	93	83	109
LmxM.20.1150	1	3	3	6
LmxM.20.1160	41	97	141	134
LmxM.20.1170	210	406	448	398
LmxM.20.1175	67	614	509	599
LmxM.20.1180	1281	5957	4015	5187
LmxM.20.1185	270	1186	879	1237
LmxM.20.1190	228	1180	424	760
LmxM.20.1200	58	229	92	169
LmxM.20.1210	44	99	95	124
LmxM.20.1220	3	18	13	28
LmxM.20.1230	115	355	185	409
LmxM.20.1240	87	166	107	258
LmxM.20.1250	92	552	213	680
LmxM.20.1260	94	302	231	720
LmxM.20.1270	60	381	303	607
LmxM.20.1280	138	29	47	52
LmxM.20.1290	45	427	811	554
LmxM.20.1300	1237	3984	2686	3245
LmxM.20.1310	502	2025	1938	2416
LmxM.20.1320	257	386	440	418
LmxM.20.1330	4	21	19	50
LmxM.20.1340	57	176	94	182
LmxM.20.1350	242	2121	2738	2774
LmxM.20.1360	23	36	47	67
LmxM.20.1370	12	82	68	125
LmxM.20.1370a	27	221	128	298
LmxM.20.1380	188	549	544	728
LmxM.20.1390	7	15	11	7
LmxM.20.1400	173	328	336	496
LmxM.20.1410	36	107	125	208
LmxM.20.1420	129	837	612	1274
LmxM.20.1430	194	296	302	463
LmxM.20.1440	594	830	1162	1143
LmxM.20.1450	287	855	779	1279
LmxM.20.1460	31	60	30	42
LmxM.20.1470	20	17	13	21
LmxM.20.1480	10	51	38	69
LmxM.20.1490	8	22	37	90
LmxM.20.1500	245	591	649	691
LmxM.20.1510	63	81	74	143
LmxM.20.1520	42	99	86	149
LmxM.20.1530	8	23	20	28
LmxM.20.1550	74	107	135	126
LmxM.20.1560	133	214	225	196
LmxM.20.1570	136	233	208	184
LmxM.20.1580	654	1005	1557	1393
LmxM.20.1590	1037	1974	2397	1857
LmxM.20.1600	87	225	223	301
LmxM.20.1610	96	283	255	268
LmxM.20.1620	6290	10088	12339	9698
LmxM.20.1630	27	145	117	193
LmxM.20.1640	120	188	314	312
LmxM.20.1650	1906	3304	3683	4384
LmxM.20.1660	11	23	43	56
LmxM.20.1670	34	89	210	162
LmxM.20.1680	1457	6074	4230	8023
LmxM.20.1690	711	1134	1175	1362
LmxM.20.1700	25	43	60	61
LmxM.20.1710	165	304	443	300
LmxM.20.1720	15	8	17	31
LmxM.20.1730	141	222	327	198
LmxM.20.1740	102	196	174	142
LmxM.20_36.6470	1274	3091	3060	3011
LmxM.20_36.6480a	763	1750	1666	2723
LmxM.21.0015	14	2	6	8
LmxM.21.0020	298	449	411	407
LmxM.21.0023	1131	2294	2419	2333
LmxM.21.0027	333	609	484	548
LmxM.21.0030	245	324	196	249
LmxM.21.0040	439	1429	749	1402
LmxM.21.0050	680	156	143	160
LmxM.21.0055	250	833	849	1226
LmxM.21.0060	535	1130	1291	1468
LmxM.21.0070	112	250	257	320
LmxM.21.0080	1419	3819	3090	4390
LmxM.21.0090	126	733	962	955
LmxM.21.0100	35	107	97	124
LmxM.21.0110	9	4	1	1
LmxM.21.0120	19	1388	1774	2611
LmxM.21.0125	45	105	148	147
LmxM.21.0130	1444	1734	2038	2321
LmxM.21.0140	52	248	295	347
LmxM.21.0150	48	85	100	175
LmxM.21.0160	5	12	3	19
LmxM.21.0170	9	45	65	70
LmxM.21.0180	15	60	64	119
LmxM.21.0190	10	36	32	47
LmxM.21.0200	42	108	130	186
LmxM.21.0210	28	44	57	85
LmxM.21.0220	63	260	265	353
LmxM.21.0230	15	2	6	4
LmxM.21.0240	17	28	41	57
LmxM.21.0250	1535	2697	4208	5266
LmxM.21.0260	29	85	63	116
LmxM.21.0270	1	137	160	473
LmxM.21.0280	89	265	223	396
LmxM.21.0290	4	29	35	56
LmxM.21.0300	154	229	195	231
LmxM.21.0310	39	53	78	122
LmxM.21.0320	52	98	118	164
LmxM.21.0330	9	11	18	39
LmxM.21.0340	756	686	1222	1042
LmxM.21.0350	4	13	12	22
LmxM.21.0360	31	42	40	88
LmxM.21.0370	73	264	235	401
LmxM.21.0380	179	216	271	428
LmxM.21.0390	42	892	1485	1341
LmxM.21.0400	18	85	77	144
LmxM.21.0410	0	1	3	10
LmxM.21.0420	26	62	77	172
LmxM.21.0430	451	731	1040	1018
LmxM.21.0440	51	64	60	68
LmxM.21.0450	13	39	38	48
LmxM.21.0460	47	199	285	730
LmxM.21.0470	91	1363	1330	1503
LmxM.21.0480	79	253	203	569
LmxM.21.0490	53	172	244	192
LmxM.21.0500	13	16	30	44
LmxM.21.0510	82	152	233	288
LmxM.21.0520	2	4	6	24
LmxM.21.0530	741	1751	2395	2166
LmxM.21.0540	58	87	245	371
LmxM.21.0550	78	171	318	327
LmxM.21.0560	46	85	77	125
LmxM.21.0570	1	4	11	26
LmxM.21.0580	34	71	85	168
LmxM.21.0590	22	81	66	69
LmxM.21.0600	3	5	3	9
LmxM.21.0610	44	57	183	133
LmxM.21.0620	15	24	27	68
LmxM.21.0620a	1	2	0	1
LmxM.21.0630	3	1	0	2
LmxM.21.0640	19	199	166	235
LmxM.21.0650	2	1	2	1
LmxM.21.0660	11	20	40	67
LmxM.21.0670	58	117	84	144
LmxM.21.0680	12	57	41	68
LmxM.21.0690	136	216	145	204
LmxM.21.0700	256	882	955	1358
LmxM.21.0710	672	1290	3199	1475
LmxM.21.0720	589	1208	1318	1208
LmxM.21.0725	588	474	724	548
LmxM.21.0730	4231	12318	14722	15277
LmxM.21.0735	2391	3910	4289	3911
LmxM.21.0740	5231	3588	4717	2836
LmxM.21.0750	136	253	258	216
LmxM.21.0760	1161	1663	2427	1973
LmxM.21.0770	15	58	51	62
LmxM.21.0780	121	2388	2566	2965
LmxM.21.0790	70	26	42	33
LmxM.21.0791	359	700	691	888
LmxM.21.0800	581	933	1267	899
LmxM.21.0810	87	237	594	1037
LmxM.21.0820	111	320	390	782
LmxM.21.0823	2	8	2	2
LmxM.21.0825	1199	2684	2597	2756
LmxM.21.0827	15	31	54	75
LmxM.21.0830	112	332	282	432
LmxM.21.0835	23	157	174	228
LmxM.21.0840	44	74	174	192
LmxM.21.0843	30	51	85	101
LmxM.21.0845	177	190	358	314
LmxM.21.0850	64	95	109	116
LmxM.21.0853	51	123	88	187
LmxM.21.0855	139	282	308	502
LmxM.21.0861	44	193	153	247
LmxM.21.0865	6	13	19	40
LmxM.21.0870	10	23	20	44
LmxM.21.0873	38	96	126	178
LmxM.21.0875	47	111	160	250
LmxM.21.0880	29	88	69	99
LmxM.21.0882	2	6	5	6
LmxM.21.0883	3	68	99	189
LmxM.21.0885	4	26	26	48
LmxM.21.0891	3	6	8	9
LmxM.21.0895	11	16	24	23
LmxM.21.0901	19	15	8	27
LmxM.21.0905	5	18	12	18
LmxM.21.0910	21	31	32	54
LmxM.21.0915	2144	4120	2978	5928
LmxM.21.0920	7	4	4	8
LmxM.21.0940	132	319	225	419
LmxM.21.0950	151	315	346	319
LmxM.21.0960	76	188	264	475
LmxM.21.0970	9	18	12	56
LmxM.21.0980	11	31	34	44
LmxM.21.0990	8	36	52	127
LmxM.21.1000	711	1530	1667	2008
LmxM.21.1010	56	190	170	260
LmxM.21.1020	88	168	210	347
LmxM.21.1030	12	30	26	91
LmxM.21.1040	168	328	330	334
LmxM.21.1050	2450	4200	4652	6049
LmxM.21.1060	4919	16986	19184	19317
LmxM.21.1070	6280	16132	19690	20125
LmxM.21.1080	386	666	1095	905
LmxM.21.1090	147	175	341	175
LmxM.21.1100	16	66	55	99
LmxM.21.1110	6	0	1	0
LmxM.21.1120	4	7	9	16
LmxM.21.1130	1	0	0	0
LmxM.21.1140	37	107	114	148
LmxM.21.1150	11	77	95	118
LmxM.21.1160	126	333	233	626
LmxM.21.1170	15	22	17	67
LmxM.21.1180	0	0	1	0
LmxM.21.1190	73	246	248	313
LmxM.21.1200	5	15	15	33
LmxM.21.1210	0	6	4	7
LmxM.21.1220	7	23	24	54
LmxM.21.1230	23	33	41	56
LmxM.21.1240	113	294	266	313
LmxM.21.1250	216	603	688	887
LmxM.21.1260	10	18	12	15
LmxM.21.1270	50	21	23	22
LmxM.21.1280	3	16	9	22
LmxM.21.1290	52	70	61	158
LmxM.21.1295	97	289	249	581
LmxM.21.1300	8	24	31	41
LmxM.21.1310	40	61	111	105
LmxM.21.1320	14	49	93	118
LmxM.21.1330partial	220	456	560	722
LmxM.21.1340	342	2485	3823	2536
LmxM.21.1350	10	22	33	60
LmxM.21.1360	20	67	86	174
LmxM.21.1370	89	100	44	49
LmxM.21.1380	36	114	172	124
LmxM.21.1390	24	82	48	80
LmxM.21.1410	15	34	27	36
LmxM.21.1420	56	157	120	209
LmxM.21.1430	20	2	1	1
LmxM.21.1440	38	80	103	174
LmxM.21.1450	47	292	175	260
LmxM.21.1460	39	94	77	119
LmxM.21.1470	1	0	0	4
LmxM.21.1480	122	298	273	379
LmxM.21.1490	133	299	221	461
LmxM.21.1500	87	257	368	341
LmxM.21.1510	394	1151	1265	1668
LmxM.21.1520	21	70	55	88
LmxM.21.1530	12	41	35	62
LmxM.21.1540	24	75	70	171
LmxM.21.1550	1822	4274	5571	6724
LmxM.21.1552	278	1314	2005	1298
LmxM.21.1555	287	333	535	470
LmxM.21.1558	59	91	109	96
LmxM.21.1560	467	931	778	966
LmxM.21.1561	329	468	324	606
LmxM.21.1563	50	229	355	309
LmxM.21.1565	26	4032	3174	5877
LmxM.21.1566	25	25	59	45
LmxM.21.1567	4	8	5	9
LmxM.21.1568	15	27	94	159
LmxM.21.1569	16	57	38	63
LmxM.21.1570	92	189	170	305
LmxM.21.1580	11	68	33	150
LmxM.21.1590	18	27	31	49
LmxM.21.1600	22	107	145	128
