id	AH063	AH064	AH065	AH066
LmxM.25.0530	132	199	304	308
LmxM.25.0540	253	362	407	321
LmxM.25.0550	24	41	49	92
LmxM.25.0560	46	130	223	220
LmxM.25.0570	32	92	97	132
LmxM.25.0580	48	83	75	111
LmxM.25.0590	216	344	413	486
LmxM.25.0600	10	11	17	61
LmxM.25.0610	428	776	818	739
LmxM.25.0620	86	141	237	182
LmxM.25.0630	20	64	76	75
LmxM.25.0640	11	89	72	184
LmxM.25.0650	37	111	106	222
LmxM.25.0660	165	407	492	907
LmxM.25.0670	235	337	424	402
LmxM.25.0680	543	2619	2207	3692
LmxM.25.0690	63	162	120	150
LmxM.25.0700	66	559	441	742
LmxM.25.0710	572	1023	1002	795
LmxM.25.0715	576	9573	13123	9637
LmxM.25.0720	681	1254	1272	1877
LmxM.25.0730	1277	1868	2524	2079
LmxM.25.0740	32	13	14	7
LmxM.25.0750	603	1790	1881	1815
LmxM.25.0760	73	64	110	96
LmxM.25.0770	10	27	44	33
LmxM.25.0780	3	17	7	22
LmxM.25.0790	31	84	70	138
LmxM.25.0800	2	21	15	46
LmxM.25.0810	302	848	704	910
LmxM.25.0820	997	1531	2901	1804
LmxM.25.0830	39	217	210	415
LmxM.25.0840	107	260	218	327
LmxM.25.0850	41	225	268	406
LmxM.25.0860	32	132	143	288
LmxM.25.0870	38	65	72	207
LmxM.25.0880	73	291	296	401
LmxM.25.0890	40	103	167	199
LmxM.25.0900	5	6	6	10
LmxM.25.0910	884	2196	2246	2076
LmxM.25.0920	275	115	230	98
LmxM.25.0930	43	65	80	209
LmxM.25.0940	48	107	93	167
LmxM.25.0950	6	28	25	35
LmxM.25.0960	352	1367	2166	2349
LmxM.25.0970	33	145	145	276
LmxM.25.0980	969	1570	1309	1334
LmxM.25.0990	19	38	113	313
LmxM.25.1000	74	5	12	12
LmxM.25.1010	143	648	751	900
LmxM.25.1015	50	571	831	1068
LmxM.25.1020	32	39	41	84
LmxM.25.1030	460	1080	909	1621
LmxM.25.1040	435	999	997	984
LmxM.25.1050	87	396	423	696
LmxM.25.1060	317	1212	1305	1118
LmxM.25.1070	51	86	152	139
LmxM.25.1080	196	267	329	299
LmxM.25.1090	275	615	1222	530
LmxM.25.1100	84	169	210	262
LmxM.25.1110	28	134	115	156
LmxM.25.1120	2010	3479	3208	4158
LmxM.25.1130	40	63	80	66
LmxM.25.1140	5	28	41	81
LmxM.25.1150	0	10	9	29
LmxM.25.1160	53	102	93	227
LmxM.25.1170	444	4574	7805	4990
LmxM.25.1180	40	123	166	239
LmxM.25.1190	1178	6334	7718	8433
LmxM.25.1200	13	42	52	125
LmxM.25.1210	448	538	849	483
LmxM.25.1220	104	161	157	275
LmxM.25.1230	5	26	11	43
LmxM.25.1250	30	97	93	208
LmxM.25.1260	0	11	11	18
LmxM.25.1270	171	279	251	292
LmxM.25.1280	0	0	4	11
LmxM.25.1290	48	127	174	164
LmxM.25.1300	7	18	19	38
LmxM.25.1310	7	7	12	14
LmxM.25.1315	7	18	35	55
LmxM.25.1320	35	90	100	99
LmxM.25.1330	44	122	82	110
LmxM.25.1340	152	291	472	485
LmxM.25.1350	24	38	65	100
LmxM.25.1360	4	30	27	53
LmxM.25.1370	427	878	1189	1064
LmxM.25.1380	9	0	1	1
LmxM.25.1390	29	40	64	89
LmxM.25.1400	322	565	647	774
LmxM.25.1410	114	457	599	980
LmxM.25.1420	30	1063	1317	892
LmxM.25.1430	42	86	61	120
LmxM.25.1440	89	28	44	48
LmxM.25.1443	409	1334	728	1258
LmxM.25.1445	86	3457	4344	4105
LmxM.25.1450	0	1	2	3
LmxM.25.1460	294	2081	2447	2555
LmxM.25.1470	11	67	106	163
LmxM.25.1480	0	3	3	11
LmxM.25.1490	11	15	14	43
LmxM.25.1500	5	3	4	24
LmxM.25.1510	310	665	758	1315
LmxM.25.1520	23	51	77	112
LmxM.25.1530	8	39	29	36
LmxM.25.1540	5	4	6	6
LmxM.25.1550	193	268	281	424
LmxM.25.1560	10	72	55	130
LmxM.25.1570	4	10	22	34
LmxM.25.1580	59	236	190	449
LmxM.25.1590	13	25	24	37
LmxM.25.1600	147	441	547	681
LmxM.25.1610	490	635	1126	831
LmxM.25.1620	340	269	407	368
LmxM.25.1630	15	45	41	46
LmxM.25.1640	9	42	72	114
LmxM.25.1645	99	341	414	498
LmxM.25.1650	19	32	42	60
LmxM.25.1660	98	227	262	334
LmxM.25.1670	68	230	271	334
LmxM.25.1680	21	36	44	112
LmxM.25.1690	17	14	22	22
LmxM.25.1700	4	83	44	184
LmxM.25.1705	131	384	303	496
LmxM.25.1710	5057	6885	17361	9172
LmxM.25.1720	102	320	410	494
LmxM.25.1730	84	117	119	209
LmxM.25.1740	17	61	57	98
LmxM.25.1750	153	610	281	867
LmxM.25.1760	22	132	112	151
LmxM.25.1770	756	1218	1619	1518
LmxM.25.1780	72	52	106	113
LmxM.25.1790	78	485	399	1047
LmxM.25.1800	111	439	368	636
LmxM.25.1810	111	140	172	152
LmxM.25.1820	57	128	194	314
LmxM.25.1830	53	109	80	115
LmxM.25.1840	4	38	56	39
LmxM.25.1850	27	325	347	488
LmxM.25.1860	44	111	136	131
LmxM.25.1870	54	56	49	90
LmxM.25.1880	52	129	144	160
LmxM.25.1890	54	126	119	181
LmxM.25.1900	9	32	42	54
LmxM.25.1910	114	343	306	465
LmxM.25.1920	79	249	243	280
LmxM.25.1930	20	51	42	71
LmxM.25.1940	46	83	74	79
LmxM.25.1950	20	42	76	37
LmxM.25.1960	48	138	110	186
LmxM.25.1970	45	105	90	126
LmxM.25.1980	68	152	170	257
LmxM.25.1990	65	430	354	619
LmxM.25.2000	48	87	109	335
LmxM.25.2010	536	351	605	564
LmxM.25.2020	5	7	21	25
LmxM.25.2030	81	202	210	201
LmxM.25.2040	7	17	21	29
LmxM.25.2050	109	201	249	257
LmxM.25.2060	47	152	210	176
LmxM.25.2070	16	69	58	101
LmxM.25.2080	38	1021	1541	1392
LmxM.25.2090	103	119	180	227
LmxM.25.2095	1983	4360	4850	3893
LmxM.25.2100	45	364	436	495
LmxM.25.2110	12	33	29	47
LmxM.25.2120	622	1188	1709	1169
LmxM.25.2130	472	486	902	955
LmxM.25.2140	3	10	18	13
LmxM.25.2150	13	55	32	48
LmxM.25.2155	7	31	18	35
LmxM.25.2160	26	386	402	429
LmxM.25.2170	256	456	436	486
LmxM.25.2180	16	58	31	66
LmxM.25.2190	25	22	47	22
LmxM.25.2200	14	183	154	228
LmxM.25.2210	16	50	49	66
LmxM.25.2220	174	332	458	528
LmxM.25.2230	272	547	550	574
LmxM.25.2235	73	167	142	245
LmxM.25.2240	2	2	2	10
LmxM.25.2250	399	462	526	623
LmxM.25.2260	0	3	6	2
LmxM.25.2270	27	81	100	101
LmxM.25.2280	14	70	54	81
LmxM.25.2290	131	270	343	484
LmxM.25.2300	25	83	58	84
LmxM.25.2310	15	45	66	68
LmxM.25.2320	3	0	1	8
LmxM.25.2330	0	2	2	1
LmxM.25.2340	236	345	344	510
LmxM.25.2350	24	65	83	114
LmxM.25.2360	15	3	13	6
LmxM.25.2370	44	31	30	43
LmxM.25.2375	82	144	105	184
LmxM.25.2380	7	18	20	24
LmxM.25.2400	20	73	71	82
LmxM.25.2410	249	723	875	938
LmxM.25.2420	81	189	257	211
LmxM.25.2430	17	43	21	52
LmxM.25.2440	49	281	174	437
LmxM.25.2450	2703	11454	14066	27449
LmxM.25.2460	201	594	433	875
LmxM.26.0005	379	1349	1610	1506
LmxM.26.0010	266	191	534	217
LmxM.26.0010a	689	548	1489	631
LmxM.26.0020	24	27	28	18
LmxM.26.0030	10	51	120	173
LmxM.26.0040	18	96	68	160
LmxM.26.0050	99	396	398	462
LmxM.26.0055	28	49	54	50
LmxM.26.0058	15	10	15	9
LmxM.26.0060	9	25	42	55
LmxM.26.0070	28	69	41	88
LmxM.26.0075	74	310	260	467
LmxM.26.0115	79	418	325	675
LmxM.26.0140	78	509	782	655
LmxM.26.0150	44	96	57	123
LmxM.26.0160	103	296	193	304
LmxM.26.0170	523	5422	6732	10920
LmxM.26.0180	512	5582	6791	11069
LmxM.26.0185	28	120	129	140
LmxM.26.0190	101	168	177	236
LmxM.26.0200	19	10	35	80
LmxM.26.0210	48	77	93	100
LmxM.26.0220	16	45	34	91
LmxM.26.0230	32	5	11	21
LmxM.26.0240	172	227	309	237
LmxM.26.0250	61	174	235	274
LmxM.26.0260	11	2	5	2
LmxM.26.0270	0	2	3	3
LmxM.26.0280	44	123	129	150
LmxM.26.0290	84	171	171	247
LmxM.26.0300	3	8	4	16
LmxM.26.0310	6	59	83	91
LmxM.26.0320	274	247	448	311
LmxM.26.0330	431	790	998	800
LmxM.26.0340	6	9	15	28
LmxM.26.0350	23	215	267	387
LmxM.26.0360	40	112	99	201
LmxM.26.0370	27	48	51	111
LmxM.26.0380	1	4	2	8
LmxM.26.0390	53	179	163	283
LmxM.26.0400	11	43	16	54
LmxM.26.0410	77	199	203	339
LmxM.26.0420	15	56	69	197
LmxM.26.0430	729	1429	1552	1439
LmxM.26.0440	4	20	36	57
LmxM.26.0450	76	194	167	165
LmxM.26.0460	319	190	393	368
LmxM.26.0470	1	0	2	1
LmxM.26.0480	40	120	161	220
LmxM.26.0490	69	238	246	256
LmxM.26.0500	394	990	833	1320
LmxM.26.0540	65	146	197	177
LmxM.26.0550	2	7	12	26
LmxM.26.0560	5	15	21	25
LmxM.26.0570	25	75	55	90
LmxM.26.0580	60	166	171	221
LmxM.26.0590	6	20	20	31
LmxM.26.0600	17	27	70	52
LmxM.26.0610	6	8	7	22
LmxM.26.0620	696	1047	1199	927
LmxM.26.0630	41	173	168	205
LmxM.26.0640	76	291	564	470
LmxM.26.0650	69	201	248	368
LmxM.26.0660	17	15	28	26
LmxM.26.0670	60	169	135	222
LmxM.26.0680	159	165	264	327
LmxM.26.0690	5	0	4	2
LmxM.26.0700	29	71	74	88
LmxM.26.0710	35	133	126	237
LmxM.26.0720	93	275	237	397
LmxM.26.0730	36	257	137	270
LmxM.26.0740	9	93	75	142
LmxM.26.0750	44	147	161	159
LmxM.26.0760	40	61	73	67
LmxM.26.0770	1184	2234	1987	1392
LmxM.26.0780	8	33	44	65
LmxM.26.0790	448	960	1067	1086
LmxM.26.0800	7	26	23	29
LmxM.26.0810	442	58	76	88
LmxM.26.0830	109	291	448	504
LmxM.26.0840	959	1873	2919	2889
LmxM.26.0850	225	470	568	685
LmxM.26.0860	35	143	161	247
LmxM.26.0870	30	106	251	417
LmxM.26.0880	3446	6559	8069	9306
LmxM.26.0890	2271	2748	3511	4056
LmxM.26.0900	159	265	223	447
LmxM.26.0910	19	56	48	97
LmxM.26.0920	14	23	41	63
LmxM.26.0930	512	1016	1359	1569
LmxM.26.0940	33	195	239	200
LmxM.26.0950	35	67	73	136
LmxM.26.0960	5	28	20	66
LmxM.26.0970	43	52	107	63
LmxM.26.0980	4285	14471	12716	18594
LmxM.26.0990	51	75	68	64
LmxM.26.1000	50	99	93	93
LmxM.26.1010	125	473	647	629
LmxM.26.1015	237	872	872	880
LmxM.26.1020	925	1832	1583	1308
LmxM.26.1030	7	0	1	1
LmxM.26.1040	338	161	237	121
LmxM.26.1050	60	165	161	210
LmxM.26.1060	113	170	184	241
LmxM.26.1070	6	28	21	49
LmxM.26.1080	3	20	20	35
LmxM.26.1090	6	16	16	42
LmxM.26.1100	85	88	143	171
LmxM.26.1110	3	3	9	3
LmxM.26.1120	7	84	130	331
LmxM.26.1130	12	32	29	82
LmxM.26.1140	8	70	91	136
LmxM.26.1150	3	10	7	6
LmxM.26.1160	6	6	13	11
LmxM.26.1170	8	10	11	12
LmxM.26.1180	402	1630	1703	1876
LmxM.26.1190	26	22	27	34
LmxM.26.1200	0	1	6	27
LmxM.26.1210	1	0	0	4
LmxM.26.1220	52	170	224	336
LmxM.26.1230	14	31	41	87
LmxM.26.1240	901	1160	1828	1267
LmxM.26.1250	43	204	325	271
LmxM.26.1260	566	2755	1717	3472
LmxM.26.1270	53	85	117	179
LmxM.26.1280	5	23	30	33
LmxM.26.1290	24	30	18	69
LmxM.26.1300	3	42	80	75
LmxM.26.1310	58	79	133	105
LmxM.26.1320	49	114	163	184
LmxM.26.1330	32	51	62	112
LmxM.26.1340	182	649	1054	1499
LmxM.26.1350	34	130	178	212
LmxM.26.1360	1	2	0	0
LmxM.26.1370	125	288	271	357
LmxM.26.1380	267	448	706	487
LmxM.26.1390	33	68	35	54
LmxM.26.1400	68	202	92	211
LmxM.26.1410	28	129	182	195
LmxM.26.1420	239	863	748	1125
LmxM.26.1430	119	521	366	636
LmxM.26.1440	69	328	200	517
LmxM.26.1450	187	403	270	973
LmxM.26.1460	7	53	29	77
LmxM.26.1470	166	333	412	317
LmxM.26.1480	309	1041	1334	1633
LmxM.26.1490	26	43	44	69
LmxM.26.1500	756	3009	2214	3044
LmxM.26.1510	0	2	4	8
LmxM.26.1520	13	12	18	25
LmxM.26.1530	4	311	333	339
LmxM.26.1540	43	220	295	302
LmxM.26.1550	150	417	270	430
LmxM.26.1560	36	106	118	165
LmxM.26.1570	725	1297	1151	1330
LmxM.26.1580	44	115	82	110
LmxM.26.1590	582	1602	1202	1449
LmxM.26.1600	39	102	83	175
LmxM.26.1610	78	347	506	577
LmxM.26.1620	269	553	625	735
LmxM.26.1630	241	420	503	503
LmxM.26.1640	921	1659	2227	3587
LmxM.26.1650	45	100	155	179
LmxM.26.1660	3	67	53	108
LmxM.26.1665	54	93	97	108
LmxM.26.1670	7454	24108	18489	22358
LmxM.26.1680	843	1673	1564	1598
LmxM.26.1690	245	539	537	499
LmxM.26.1700	3	7	10	9
LmxM.26.1710	441	1115	1291	1477
LmxM.26.1720	203	233	198	268
LmxM.26.1730	9	77	58	50
LmxM.26.1740	402	1473	1249	1332
LmxM.26.1750	133	408	342	446
LmxM.26.1755	10	32	11	38
LmxM.26.1760	0	1	1	5
LmxM.26.1770	1638	3975	4875	4940
LmxM.26.1780	57	87	74	76
LmxM.26.1785	119	125	83	101
LmxM.26.1790	97	127	431	393
LmxM.26.1800	22	28	34	71
LmxM.26.1810	8	16	13	25
LmxM.26.1820	44	62	65	320
LmxM.26.1830	9	33	27	57
LmxM.26.1840	15	31	38	54
LmxM.26.1850	33	70	89	136
LmxM.26.1860	35	47	77	81
LmxM.26.1870	111	363	322	383
LmxM.26.1880	31	95	107	99
LmxM.26.1890	22	102	90	110
LmxM.26.1900	38	98	185	208
LmxM.26.1910	157	272	551	786
LmxM.26.1920	94	221	240	275
LmxM.26.1930	57	148	120	230
LmxM.26.1940	221	617	434	721
LmxM.26.1950	417	2211	1919	3308
LmxM.26.1960	831	1205	1899	1593
LmxM.26.1970	96	219	344	256
LmxM.26.1980	35	326	136	399
LmxM.26.1990	21	390	293	593
LmxM.26.2000	532	1063	1416	1310
LmxM.26.2010	58	137	178	227
LmxM.26.2020	268	292	453	473
LmxM.26.2030	60	77	81	132
LmxM.26.2040	40	259	143	461
LmxM.26.2050	7	1	3	0
LmxM.26.2060	55	111	119	225
LmxM.26.2070	30	564	543	598
LmxM.26.2080	4	2	4	6
LmxM.26.2090	8	27	13	35
LmxM.26.2100	378	1070	1107	1193
LmxM.26.2110	482	3089	2890	6307
LmxM.26.2120	39	99	110	156
LmxM.26.2130	59	173	202	255
LmxM.26.2140	109	165	296	447
LmxM.26.2150	48	152	100	169
LmxM.26.2160	17	67	76	111
LmxM.26.2170	303	174	248	311
LmxM.26.2180	54	100	145	238
LmxM.26.2190	11	39	82	205
LmxM.26.2200	1989	4155	4379	4034
LmxM.26.2210	60	156	156	204
LmxM.26.2220	1199	3499	5124	8142
LmxM.26.2230	1033	3885	4669	4858
LmxM.26.2240	21	48	58	84
LmxM.26.2250	135	227	229	260
LmxM.26.2260	19	46	60	50
LmxM.26.2270	31	54	62	106
LmxM.26.2280	536	866	1220	863
LmxM.26.2290	19	72	82	148
LmxM.26.2300	40	340	272	278
LmxM.26.2305	119	137	198	160
LmxM.26.2310	15	66	113	156
LmxM.26.2320	162	487	590	810
LmxM.26.2330	15910	33631	34445	38126
LmxM.26.2340	14962	33704	38058	34090
LmxM.26.2350	2	2	2	4
LmxM.26.2360	18	195	266	369
LmxM.26.2370	295	946	1033	1492
LmxM.26.2380	160	311	344	740
LmxM.26.2390	7	15	32	31
LmxM.26.2400	93	193	206	287
LmxM.26.2410	47	102	114	147
LmxM.26.2420	67	115	144	130
LmxM.26.2430	107	293	265	376
LmxM.26.2440	4	14	8	17
LmxM.26.2450	31	69	99	113
LmxM.26.2460	3	21	26	41
LmxM.26.2470	32	98	124	205
LmxM.26.2480	89	582	802	801
LmxM.26.2490	1153	1787	1958	1522
LmxM.26.2495	2	22	40	82
LmxM.26.2500	17	59	46	52
LmxM.26.2510	42	143	94	203
LmxM.26.2520	26	125	174	217
LmxM.26.2530	67	260	226	379
LmxM.26.2540	2	13	9	29
LmxM.26.2550	19	35	39	110
LmxM.26.2560	37	157	165	278
LmxM.26.2570	107	788	308	1187
LmxM.26.2580	51	74	122	117
LmxM.26.2590	78	195	132	205
LmxM.26.2600	91	348	378	529
LmxM.26.2610	28	78	75	82
LmxM.26.2620	17	64	66	102
LmxM.26.2630	62	72	102	114
LmxM.26.2640	82	165	219	231
LmxM.26.2650	35	89	49	112
LmxM.26.2660	52	222	302	257
LmxM.26.2670	3	13	3	14
LmxM.26.2680	51	382	165	576
LmxM.26.2690	67	180	208	295
LmxM.26.2700	169	298	385	344
LmxM.26.2710	570	727	1507	702
LmxM.27.0010	12	99	80	77
LmxM.27.0020	39	56	35	58
LmxM.27.0030	139	234	285	432
LmxM.27.0040	153	325	345	389
LmxM.27.0050	150	954	1106	863
LmxM.27.0060	109	306	366	353
LmxM.27.0070	12	30	89	70
LmxM.27.0080	32	69	67	88
LmxM.27.0090	148	405	385	422
LmxM.27.0100	7234	15982	14719	19695
LmxM.27.0110	1108	2046	3226	2535
LmxM.27.0120	15	149	146	169
LmxM.27.0130	15224	23396	26549	20513
LmxM.27.0140	224	517	481	437
LmxM.27.0150	154	492	520	553
LmxM.27.0160	53	76	111	104
LmxM.27.0170	14	22	21	22
LmxM.27.0180	16	58	72	59
LmxM.27.0190	124	125	162	139
LmxM.27.0200	9	43	63	98
LmxM.27.0210	559	1069	1477	1123
LmxM.27.0220	14	37	25	51
LmxM.27.0230	47	295	341	236
LmxM.27.0240	552	10116	15345	10584
LmxM.27.0250	1205	2784	3354	2622
LmxM.27.0260	63	137	158	141
LmxM.27.0270	101	349	372	377
LmxM.27.0280	5609	11959	11309	12830
LmxM.27.0290	1384	2663	3505	2613
LmxM.27.0300	229	578	448	564
LmxM.27.0310	232	613	560	707
LmxM.27.0320	14	30	36	48
LmxM.27.0330	17	79	70	86
LmxM.27.0340	321	717	701	618
LmxM.27.0350	1179	2793	2766	3330
LmxM.27.0360	16	45	41	57
LmxM.27.0370	75	364	279	345
LmxM.27.0380	62	219	328	309
LmxM.27.0390	15	2	2	2
LmxM.27.0400	450	1194	910	1542
LmxM.27.0410	6	21	34	39
LmxM.27.0420	318	596	812	640
LmxM.27.0430	388	767	788	780
LmxM.27.0440	3	300	327	351
LmxM.27.0450	3	10	22	25
LmxM.27.0460	48	178	188	247
LmxM.27.0470	53	116	112	306
LmxM.27.0480	262	1619	2200	1908
LmxM.27.0490	598	1763	1715	1908
LmxM.27.0500	514	2242	1592	2735
LmxM.27.0510	1940	511	558	566
LmxM.27.0520	3736	6466	6182	8269
LmxM.27.0530	17	62	41	43
LmxM.27.0540	33	137	75	232
LmxM.27.0550	2088	3100	4452	4196
LmxM.27.0560	1037	1747	2263	2499
LmxM.27.0570	288	742	660	920
LmxM.27.0580	2	12	8	9
LmxM.27.0590	23	64	98	75
LmxM.27.0600	3	11	17	20
LmxM.27.0610	303	738	681	874
LmxM.27.0620	150	334	295	399
LmxM.27.0630	37	4	2	4
LmxM.27.0640	37	559	435	535
LmxM.27.0650	1726	3048	4960	3639
LmxM.27.0660	5	17	11	22
LmxM.27.0670	337	664	960	945
LmxM.27.0680	6121	23805	16854	30350
LmxM.27.0690	240	696	572	617
LmxM.27.0700	80	298	623	835
LmxM.27.0710	8	62	50	77
LmxM.27.0720	123	422	504	629
LmxM.27.0730	10	364	565	611
LmxM.27.0740	30	108	129	125
LmxM.27.0745	723	1698	1528	2370
LmxM.27.0750	1751	6085	6995	8649
LmxM.27.0760	593	1295	1215	1016
LmxM.27.0770	30	117	113	126
LmxM.27.0780	50	97	128	137
LmxM.27.0790	33	68	86	105
LmxM.27.0800	8	16	9	39
LmxM.27.0810	751	988	1551	1421
LmxM.27.0820	126	353	267	428
LmxM.27.0830	82	164	182	269
LmxM.27.0840	54	150	191	257
LmxM.27.0850	1	3	9	11
LmxM.27.0860	66	220	228	317
LmxM.27.0870	228	358	374	479
LmxM.27.0875	32	54	46	74
LmxM.27.0880	489	720	1188	931
LmxM.27.0890	6	51	47	82
LmxM.27.0900	16	35	36	50
LmxM.27.0910	31	11	9	17
LmxM.27.0920	4	109	73	98
LmxM.27.0940	29	87	60	133
LmxM.27.0950	1346	2160	2187	2483
LmxM.27.0960	41	83	85	93
LmxM.27.0970	173	225	323	306
LmxM.27.0980	106	610	317	718
LmxM.27.0990	5	34	31	56
LmxM.27.1000	330	823	1116	1684
LmxM.27.1010	1	20	11	26
LmxM.27.1020	62	88	140	143
LmxM.27.1030	0	1	0	1
LmxM.27.1040	196	1047	1220	1860
LmxM.27.1045	5	67	79	176
LmxM.27.1050	8	37	74	85
LmxM.27.1060	363	1662	2007	1793
LmxM.27.1070	53	143	171	185
LmxM.27.1080	47	160	223	314
LmxM.27.1090	1594	3147	2865	2544
LmxM.27.1100	16	33	39	33
LmxM.27.1110	156	255	375	253
LmxM.27.1120	17	38	58	42
LmxM.27.1125	10	25	49	92
LmxM.27.1130	275	665	637	665
LmxM.27.1140	49	167	124	198
LmxM.27.1150	44	63	90	96
LmxM.27.1160	66	107	105	182
LmxM.27.1170	19	45	60	60
LmxM.27.1180	99	895	601	1147
LmxM.27.1190	4342	7526	5771	14810
LmxM.27.1200	34	113	80	107
LmxM.27.1210	3	8	9	9
LmxM.27.1220	1413	2425	2561	2436
LmxM.27.1230	1	7	3	7
LmxM.27.1240	4378	7626	5726	14715
LmxM.27.1245	37	245	150	235
LmxM.27.1250	155	253	307	263
LmxM.27.1260	9471	7702	15934	7449
LmxM.27.1265	77	13	14	10
LmxM.27.1270	3820	16467	13358	14354
LmxM.27.1275	201	422	323	436
LmxM.27.1280	363	684	625	695
LmxM.27.1290	35	78	76	86
LmxM.27.1295	67	208	187	266
LmxM.27.1300	3797	3095	4607	3372
LmxM.27.1310	722	1020	2144	1181
LmxM.27.1320	3	85	113	98
LmxM.27.1330	30	81	77	75
LmxM.27.1340	42	135	77	210
LmxM.27.1350	123	315	209	337
LmxM.27.1360	1036	2249	2139	1880
LmxM.27.1370	98	376	327	553
LmxM.27.1380	3037	5429	6481	8519
LmxM.27.1390	3656	7848	8117	9693
LmxM.27.1400	8	45	52	93
LmxM.27.1410	54	142	179	176
LmxM.27.1420	118	331	587	2130
LmxM.27.1430	70	126	152	140
LmxM.27.1440	43	102	94	120
LmxM.27.1450	83	180	238	212
LmxM.27.1460	523	746	888	985
LmxM.27.1480	518	977	922	1565
LmxM.27.1490	26	151	133	210
LmxM.27.1500	33	71	90	171
LmxM.27.1510	1	1	0	3
LmxM.27.1520	1	4	0	0
LmxM.27.1530	9296	14794	21121	14914
LmxM.27.1540	7	38	42	53
LmxM.27.1550	37	51	59	92
LmxM.27.1560	72	95	96	133
LmxM.27.1560a	17	49	43	79
LmxM.27.1570	0	1	0	0
LmxM.27.1580	106	404	310	654
LmxM.27.1600	7	279	424	410
LmxM.27.1605	6646	15425	12359	17170
LmxM.27.1620	1336	3442	3419	5735
LmxM.27.1630	68	176	203	203
LmxM.27.1640	80	5	11	12
LmxM.27.1650	11	20	20	38
LmxM.27.1660	32	11	14	9
LmxM.27.1670	2	25	19	29
LmxM.27.1680	421	692	716	858
LmxM.27.1690	17	89	62	91
LmxM.27.1700	168	565	346	837
LmxM.27.1710	78	92	243	134
LmxM.27.1720	80	218	282	611
LmxM.27.1730	441	920	781	1065
LmxM.27.1740	85	153	124	212
LmxM.27.1750	82	307	263	380
LmxM.27.1760	243	584	576	620
LmxM.27.1770	183	426	390	590
LmxM.27.1780	19	128	82	195
LmxM.27.1790	21	75	94	173
LmxM.27.1800	147	562	343	554
LmxM.27.1805	43	65	85	76
LmxM.27.1807	0	1	0	1
LmxM.27.1810	1544	2554	2722	3624
LmxM.27.1820	571	1530	1852	1871
LmxM.27.1830	13	27	54	83
LmxM.27.1840	85	155	190	250
LmxM.27.1850	152	336	423	631
LmxM.27.1860	5	2	5	4
LmxM.27.1870	114	253	328	320
LmxM.27.1880	9	28	25	42
LmxM.27.1890	294	45	47	30
LmxM.27.1895	3	23	34	16
LmxM.27.1900	55	150	188	343
LmxM.27.1910	49	198	398	237
LmxM.27.1920	33	72	81	130
LmxM.27.1930	34	207	131	292
LmxM.27.1940	9	42	45	72
LmxM.27.1945	99	340	286	416
LmxM.27.1950	138	265	365	503
LmxM.27.1960	34	53	81	140
LmxM.27.1970	662	1327	1783	1660
LmxM.27.1980	59	62	165	128
LmxM.27.1990	26	41	31	37
LmxM.27.2000	1182	1828	1887	1823
LmxM.27.2010	39	57	83	81
LmxM.27.2020	197	391	684	780
LmxM.27.2030	645	1033	1240	1373
LmxM.27.2031	439	639	483	719
LmxM.27.2032	41	2	0	1
LmxM.27.2040	1089	4256	4432	7359
LmxM.27.2050	14	38	27	40
LmxM.27.2060	100	168	216	230
LmxM.27.2070	9	18	20	39
LmxM.27.2080	4	23	17	48
LmxM.27.2090	219	1202	1827	1428
LmxM.27.2100	49	10	20	10
LmxM.27.2110	20	56	52	56
LmxM.27.2120	30	35	39	66
LmxM.27.2130	144	247	262	272
LmxM.27.2140	129	788	548	1174
LmxM.27.2150	41	724	862	1140
LmxM.27.2160	445	920	1023	1168
LmxM.27.2170	4	13	8	25
LmxM.27.2180	54	110	105	141
LmxM.27.2190	158	269	292	269
LmxM.27.2200	400	400	624	563
LmxM.27.2210	82	188	170	271
LmxM.27.2220	21	61	55	70
LmxM.27.2230	30	158	156	262
LmxM.27.2240	5	31	27	63
LmxM.27.2250	41	44	63	59
LmxM.27.2260	98	265	311	345
LmxM.27.2270	408	804	998	1334
LmxM.27.2280	61	109	102	157
LmxM.27.2290	0	1	1	0
LmxM.27.2300	385	1016	1694	1349
LmxM.27.2305	103	163	170	178
LmxM.27.2310	59	321	307	390
LmxM.27.2320	130	249	289	231
LmxM.27.2330	3722	3504	7172	2897
LmxM.27.2335	663	1667	1826	1455
LmxM.27.2337	23	133	73	153
LmxM.27.2340	297	425	571	560
LmxM.27.2350	26	41	30	24
LmxM.27.2360	9	19	34	39
LmxM.27.2370	5	28	27	39
LmxM.27.2380	2	39	47	67
LmxM.27.2390	194	305	442	516
LmxM.27.2400	1108	1657	2123	1770
LmxM.27.2410	18	36	44	80
LmxM.27.2420	26	62	31	70
LmxM.27.2430	4	29	38	44
LmxM.27.2440	41	45	53	92
LmxM.27.2450	1	81	65	134
LmxM.27.2460	11	1	0	1
LmxM.27.2470	146	586	655	802
LmxM.27.2480	55	127	194	235
LmxM.27.2490	0	7	7	20
LmxM.27.2500	13	20	13	33
LmxM.27.2590	1326	2723	2740	2413
LmxM.27.2600	25	152	168	325
LmxM.28.0010	13	41	46	50
LmxM.28.0020	895	2475	1352	1954
LmxM.28.0030	9	71	56	131
LmxM.28.0040	167	434	511	484
LmxM.28.0050	104	321	375	408
LmxM.28.0060	8	25	19	20
LmxM.28.0070	33	78	62	61
LmxM.28.0080	15	48	39	71
LmxM.28.0090	6	5	4	7
